accx,accy,accz,gyrX,gyrY,gyrZ,thetaG,phiG,thetaAm,phiAm,thetaC1,phic1,alphac,speed
-0.316,0.488,-10.707,-22.56,-27.894,15.532,-506.628,-832.361,-1.689,-2.612,-13.382,-26.729,135.232,-165.086
-0.316,0.488,-10.707,-22.56,-27.894,15.532,-506.823,-832.519,-1.689,-2.612,-13.488,-26.667,135.203,-165.094
-0.464,0.498,-10.894,-40.017,-28.626,14.007,-507.023,-832.799,-2.439,-2.617,-13.605,-26.746,135.159,-165.106
-0.464,0.498,-10.894,-40.017,-28.626,14.007,-507.224,-833.079,-2.439,-2.617,-13.722,-26.823,135.115,-165.118
-0.464,0.498,-10.894,-40.017,-28.626,14.007,-507.424,-833.359,-2.439,-2.617,-13.837,-26.9,135.071,-165.129
-0.101,-0.048,-5.133,-46.181,-25.635,14.312,-507.604,-833.682,-1.122,0.534,-13.914,-26.994,135.039,-165.132
-0.101,-0.048,-5.133,-46.181,-25.635,14.312,-507.809,-834.052,-1.122,0.534,-14.02,-27.139,134.994,-165.135
0.46,1.149,-13.566,-31.899,-27.283,15.471,-508.027,-834.307,1.934,-4.842,-14.109,-27.207,134.96,-165.121
0.46,1.149,-13.566,-31.899,-27.283,15.471,-508.218,-834.53,1.934,-4.842,-14.166,-27.237,134.939,-165.11
0.46,1.149,-13.566,-31.899,-27.283,15.471,-508.409,-834.754,1.934,-4.842,-14.222,-27.268,134.918,-165.098
0.029,0.426,-10.276,-34.951,-28.626,16.265,-508.609,-834.998,0.16,-2.375,-14.307,-27.297,134.889,-165.098
0.029,0.426,-10.276,-34.951,-28.626,16.265,-508.81,-835.243,0.16,-2.375,-14.39,-27.327,134.859,-165.097
0.029,0.426,-10.276,-34.951,-28.626,16.265,-509.01,-835.487,0.16,-2.375,-14.473,-27.356,134.83,-165.096
0.019,0.828,-9.314,-41.298,-27.222,14.312,-509.201,-835.777,0.117,-5.083,-14.544,-27.462,134.8,-165.096
0.019,0.828,-9.314,-41.298,-27.222,14.312,-509.391,-836.066,0.117,-5.083,-14.614,-27.567,134.77,-165.095
0.019,0.828,-9.314,-41.298,-27.222,14.312,-509.582,-836.355,0.117,-5.083,-14.684,-27.672,134.741,-165.095
-0.125,1.422,-11.747,-40.688,-27.589,14.739,-509.802,-836.68,-0.603,-6.904,-14.794,-27.835,134.695,-165.098
-0.125,1.422,-11.747,-40.688,-27.589,14.739,-509.996,-836.965,-0.603,-6.904,-14.872,-27.949,134.662,-165.101
0.244,0.326,-10.037,-33.059,-27.406,16.082,-510.187,-837.196,1.393,-1.858,-14.928,-27.952,135.552,-165.095
0.244,0.326,-10.037,-33.059,-27.406,16.082,-510.379,-837.428,1.393,-1.858,-14.983,-27.955,135.536,-165.089
0.244,0.326,-10.037,-33.059,-27.406,16.082,-510.571,-837.659,1.393,-1.858,-15.038,-27.957,135.52,-165.083
-0.278,-0.086,-8.95,-37.087,-28.26,13.64,-510.769,-837.919,-1.777,0.552,-15.13,-27.968,135.493,-165.09
-0.278,-0.086,-8.95,-37.087,-28.26,13.64,-510.967,-838.178,-1.777,0.552,-15.222,-27.978,135.466,-165.097
-0.278,-0.086,-8.95,-37.087,-28.26,13.64,-511.165,-838.438,-1.777,0.552,-15.313,-27.988,135.44,-165.104
0.235,0.378,-9.63,-40.688,-27.955,13.396,-511.36,-838.723,1.395,-2.25,-15.369,-28.055,135.422,-165.098
0.235,0.378,-9.63,-40.688,-27.955,13.396,-511.584,-839.048,1.395,-2.25,-15.456,-28.168,135.395,-165.091
0.235,0.378,-9.63,-40.688,-27.955,13.396,-511.78,-839.333,1.395,-2.25,-15.51,-28.233,135.378,-165.085
0.326,0.374,-6.742,-37.575,-26.734,15.166,-511.967,-839.596,2.761,-3.171,-15.54,-28.281,135.368,-165.077
0.326,0.374,-6.742,-37.575,-26.734,15.166,-512.154,-839.859,2.761,-3.171,-15.57,-28.33,135.359,-165.069
0.326,0.374,-6.742,-37.575,-26.734,15.166,-512.368,-840.16,2.761,-3.171,-15.63,-28.42,135.34,-165.06
-0.215,0.575,-12.46,-37.27,-28.321,14.373,-512.566,-840.42,-0.99,-2.641,-15.71,-28.46,135.316,-165.065
-0.215,0.575,-12.46,-37.27,-28.321,14.373,-512.764,-840.681,-0.99,-2.641,-15.788,-28.499,135.293,-165.07
-0.163,0.455,-8.936,-37.209,-27.161,14.495,-512.954,-840.942,-1.043,-2.914,-15.857,-28.539,135.272,-165.074
-0.163,0.455,-8.936,-37.209,-27.161,14.495,-513.144,-841.202,-1.043,-2.914,-15.926,-28.58,135.252,-165.079
-0.163,0.455,-8.936,-37.209,-27.161,14.495,-513.335,-841.463,-1.043,-2.914,-15.993,-28.619,135.232,-165.083
0.053,1.868,-12.498,-39.284,-27.528,14.373,-513.527,-841.738,0.239,-8.499,-16.05,-28.731,135.26,-165.081
0.053,1.868,-12.498,-39.284,-27.528,14.373,-513.72,-842.013,0.239,-8.499,-16.107,-28.842,135.24,-165.08
0.053,1.868,-12.498,-39.284,-27.528,14.373,-513.913,-842.287,0.239,-8.499,-16.163,-28.952,135.221,-165.079
0.637,0.426,-10.2,-35.134,-26.795,15.227,-514.1,-842.533,3.57,-2.393,-16.179,-28.966,135.215,-165.063
0.637,0.426,-10.2,-35.134,-26.795,15.227,-514.288,-842.779,3.57,-2.393,-16.195,-28.98,135.21,-165.047
0.637,0.426,-10.2,-35.134,-26.795,15.227,-514.475,-843.025,3.57,-2.393,-16.211,-28.994,135.205,-165.031
-0.359,1.082,-12.45,-37.331,-27.65,14.068,-514.669,-843.286,-1.646,-4.968,-16.286,-29.052,135.181,-165.04
-0.359,1.082,-12.45,-37.331,-27.65,14.068,-514.862,-843.548,-1.646,-4.968,-16.36,-29.108,135.157,-165.049
-0.359,1.082,-12.45,-37.331,-27.65,14.068,-515.056,-843.809,-1.646,-4.968,-16.433,-29.164,135.133,-165.058
0.781,0.407,-9.841,-37.209,-28.199,15.227,-515.253,-844.07,4.531,-2.369,-16.448,-29.193,135.128,-165.038
0.781,0.407,-9.841,-37.209,-28.199,15.227,-515.479,-844.367,4.531,-2.369,-16.495,-29.264,135.113,-165.016
0.781,0.407,-9.841,-37.209,-28.199,15.227,-515.676,-844.628,4.531,-2.369,-16.509,-29.291,135.108,-164.996
-0.067,-0.326,-8.739,-35.012,-26.917,14.739,-515.865,-844.873,-0.439,2.134,-16.563,-29.256,135.092,-164.998
-0.067,-0.326,-8.739,-35.012,-26.917,14.739,-516.053,-845.118,-0.439,2.134,-16.616,-29.221,135.076,-164.999
-0.125,0.781,-6.072,-44.961,-27.589,14.373,-516.246,-845.432,-1.165,-7.325,-16.682,-29.361,135.054,-165.002
-0.125,0.781,-6.072,-44.961,-27.589,14.373,-516.467,-845.792,-1.165,-7.325,-16.778,-29.55,135.022,-165.006
-0.125,0.781,-6.072,-44.961,-27.589,14.373,-516.66,-846.107,-1.165,-7.325,-16.842,-29.686,135.001,-165.009
-0.115,0.828,-11.828,-32.692,-27.772,14.922,-516.882,-846.368,-0.555,-4.006,-16.932,-29.727,133.688,-165.012
-0.115,0.828,-11.828,-32.692,-27.772,14.922,-517.077,-846.597,-0.555,-4.006,-16.989,-29.73,133.67,-165.015
-0.115,0.828,-11.828,-32.692,-27.772,14.922,-517.271,-846.826,-0.555,-4.006,-17.046,-29.733,133.652,-165.018
0.177,0.005,-9.247,-32.814,-27.589,14.983,-517.464,-847.056,1.098,-0.03,-17.085,-29.698,133.64,-165.014
0.177,0.005,-9.247,-32.814,-27.589,14.983,-517.685,-847.318,1.098,-0.03,-17.154,-29.7,133.618,-165.009
0.177,0.005,-9.247,-32.814,-27.589,14.983,-517.878,-847.548,1.098,-0.03,-17.191,-29.665,133.606,-165.004
-0.067,1.896,-10.904,-42.58,-27.955,14.617,-518.074,-847.846,-0.347,-9.866,-17.246,-29.806,133.591,-165.006
-0.067,1.896,-10.904,-42.58,-27.955,14.617,-518.269,-848.144,-0.347,-9.866,-17.3,-29.946,133.575,-165.008
0.239,0.23,-8.538,-34.829,-27.711,15.716,-518.491,-848.423,1.606,-1.542,-17.363,-29.979,133.556,-165.001
0.239,0.23,-8.538,-34.829,-27.711,15.716,-518.685,-848.666,1.606,-1.542,-17.394,-29.973,133.546,-164.995
0.239,0.23,-8.538,-34.829,-27.711,15.716,-518.879,-848.91,1.606,-1.542,-17.425,-29.966,133.536,-164.989
-0.316,-0.034,-10.027,-37.026,-27.344,14.251,-519.07,-849.169,-1.805,0.192,-17.487,-29.959,133.517,-164.997
-0.316,-0.034,-10.027,-37.026,-27.344,14.251,-519.262,-849.428,-1.805,0.192,-17.548,-29.953,133.498,-165.005
-0.316,-0.034,-10.027,-37.026,-27.344,14.251,-519.453,-849.688,-1.805,0.192,-17.608,-29.947,133.478,-165.012
0,1.245,-11.66,-42.397,-27.283,14.617,-519.644,-849.984,0,-6.095,-17.65,-30.046,133.467,-165.012
0,1.245,-11.66,-42.397,-27.283,14.617,-519.835,-850.281,0,-6.095,-17.691,-30.144,133.456,-165.012
0,1.245,-11.66,-42.397,-27.283,14.617,-519.999,-850.535,0,-6.095,-17.7,-30.193,133.454,-165.012
-0.177,0.431,-8.213,-33.791,-27.589,15.105,-520.219,-850.806,-1.234,-3.004,-17.787,-30.229,131.971,-165.018
-0.177,0.431,-8.213,-33.791,-27.589,15.105,-520.413,-851.042,-1.234,-3.004,-17.841,-30.226,131.953,-165.022
-0.177,0.431,-8.213,-33.791,-27.589,15.105,-520.606,-851.279,-1.234,-3.004,-17.895,-30.223,131.935,-165.027
-0.115,0.886,-13.538,-36.66,-27.161,14.556,-520.796,-851.535,-0.485,-3.744,-17.937,-30.251,131.922,-165.029
-0.115,0.886,-13.538,-36.66,-27.161,14.556,-521.013,-851.829,-0.485,-3.744,-18.01,-30.32,131.9,-165.033
0.69,0.623,-7.494,-42.092,-27.161,14.861,-521.203,-852.123,5.239,-4.748,-17.994,-30.399,131.908,-165.015
0.69,0.623,-7.494,-42.092,-27.161,14.861,-521.393,-852.418,5.239,-4.748,-17.978,-30.478,131.915,-164.998
0.69,0.623,-7.494,-42.092,-27.161,14.861,-521.611,-852.755,5.239,-4.748,-17.993,-30.604,131.914,-164.978
-0.316,0.934,-12.355,-34.279,-27.589,15.227,-521.804,-852.995,-1.461,-4.322,-18.048,-30.615,131.896,-164.986
-0.316,0.934,-12.355,-34.279,-27.589,15.227,-521.997,-853.234,-1.461,-4.322,-18.102,-30.625,131.879,-164.994
-0.316,0.934,-12.355,-34.279,-27.589,15.227,-522.19,-853.474,-1.461,-4.322,-18.155,-30.635,131.862,-165.002
-0.01,1.111,-11.119,-40.139,-28.077,14.861,-522.387,-853.755,-0.049,-5.706,-18.198,-30.706,131.85,-165.002
-0.01,1.111,-11.119,-40.139,-28.077,14.861,-522.583,-854.036,-0.049,-5.706,-18.24,-30.776,131.838,-165.003
-0.01,1.111,-11.119,-40.139,-28.077,14.861,-522.78,-854.317,-0.049,-5.706,-18.282,-30.845,131.827,-165.003
0.326,0.522,-8.016,-37.331,-27.1,14.739,-522.996,-854.616,2.321,-3.725,-18.323,-30.914,131.816,-164.993
0.326,0.522,-8.016,-37.331,-27.1,14.739,-523.186,-854.877,2.321,-3.725,-18.333,-30.939,131.814,-164.985
0.091,0.445,-7.489,-35.866,-26.551,15.349,-523.372,-855.128,0.695,-3.403,-18.354,-30.95,131.807,-164.983
0.091,0.445,-7.489,-35.866,-26.551,15.349,-523.558,-855.379,0.695,-3.403,-18.375,-30.96,131.801,-164.981
0.091,0.445,-7.489,-35.866,-26.551,15.349,-523.744,-855.63,0.695,-3.403,-18.396,-30.97,131.795,-164.978
0.79,0.991,-11.076,-37.636,-27.711,15.41,-523.938,-855.894,4.064,-5.114,-18.392,-31.012,131.45,-164.958
0.79,0.991,-11.076,-37.636,-27.711,15.41,-524.132,-856.157,4.064,-5.114,-18.388,-31.053,131.453,-164.938
0.79,0.991,-11.076,-37.636,-27.711,15.41,-524.326,-856.421,4.064,-5.114,-18.385,-31.093,131.456,-164.919
-0.268,0.661,-9.692,-38.064,-27.65,14.617,-524.519,-856.687,-1.581,-3.9,-18.437,-31.125,131.44,-164.925
-0.268,0.661,-9.692,-38.064,-27.65,14.617,-524.713,-856.953,-1.581,-3.9,-18.489,-31.156,131.424,-164.932
-0.268,0.661,-9.692,-38.064,-27.65,14.617,-524.906,-857.22,-1.581,-3.9,-18.54,-31.187,131.409,-164.939
0.522,0.522,-8.15,-39.406,-27.222,14.617,-525.097,-857.496,3.657,-3.664,-18.535,-31.225,131.412,-164.926
0.522,0.522,-8.15,-39.406,-27.222,14.617,-525.287,-857.771,3.657,-3.664,-18.53,-31.264,131.415,-164.913
0.522,0.522,-8.15,-39.406,-27.222,14.617,-525.478,-858.047,3.657,-3.664,-18.525,-31.302,131.418,-164.899
-0.196,1.058,-9.845,-37.636,-26.856,15.288,-525.666,-858.311,-1.136,-6.135,-18.565,-31.35,131.408,-164.904
-0.196,1.058,-9.845,-37.636,-26.856,15.288,-525.854,-858.574,-1.136,-6.135,-18.605,-31.398,131.397,-164.909
-0.196,1.058,-9.845,-37.636,-26.856,15.288,-526.042,-858.838,-1.136,-6.135,-18.644,-31.445,131.386,-164.914
0.225,0.254,-10.487,-34.462,-26.612,16.204,-526.255,-859.113,1.229,-1.386,-18.688,-31.459,131.372,-164.908
0.225,0.254,-10.487,-34.462,-26.612,16.204,-526.441,-859.354,1.229,-1.386,-18.701,-31.432,131.367,-164.902
-0.148,0.785,-8.423,-41.909,-26.734,15.166,-526.628,-859.648,-1.005,-5.327,-18.737,-31.505,131.359,-164.906
-0.148,0.785,-8.423,-41.909,-26.734,15.166,-526.842,-859.983,-1.005,-5.327,-18.803,-31.625,131.343,-164.91
-0.148,0.785,-8.423,-41.909,-26.734,15.166,-527.029,-860.276,-1.005,-5.327,-18.838,-31.696,131.335,-164.914
-0.172,0.546,-8.485,-36.049,-27.955,15.105,-527.225,-860.529,-1.161,-3.681,-18.884,-31.703,129.926,-164.918
-0.172,0.546,-8.485,-36.049,-27.955,15.105,-527.42,-860.781,-1.161,-3.681,-18.93,-31.711,129.912,-164.922
-0.172,0.546,-8.485,-36.049,-27.955,15.105,-527.644,-861.069,-1.161,-3.681,-19.007,-31.759,129.89,-164.927
0.062,0.484,-8.96,-34.584,-27.711,15.227,-527.838,-861.312,0.398,-3.09,-19.034,-31.748,129.88,-164.926
0.062,0.484,-8.96,-34.584,-27.711,15.227,-528.032,-861.554,0.398,-3.09,-19.06,-31.737,129.871,-164.924
0.062,0.484,-8.96,-34.584,-27.711,15.227,-528.226,-861.796,0.398,-3.09,-19.086,-31.726,129.862,-164.923
0.809,0.852,-9.165,-40.078,-27.161,15.471,-528.416,-862.076,5.024,-5.313,-19.062,-31.781,129.874,-164.902
0.809,0.852,-9.165,-40.078,-27.161,15.471,-528.606,-862.357,5.024,-5.313,-19.037,-31.836,129.885,-164.882
0.809,0.852,-9.165,-40.078,-27.161,15.471,-528.796,-862.637,5.024,-5.313,-19.013,-31.89,129.897,-164.862
0.048,0.417,-10.559,-38.186,-28.443,14.251,-528.995,-862.904,0.26,-2.259,-19.047,-31.898,129.886,-164.86
0.048,0.417,-10.559,-38.186,-28.443,14.251,-529.195,-863.172,0.26,-2.259,-19.081,-31.906,129.876,-164.859
0.048,0.417,-10.559,-38.186,-28.443,14.251,-529.394,-863.439,0.26,-2.259,-19.114,-31.914,129.866,-164.858
0.69,0.68,-4.784,-36.171,-27.344,15.288,-529.585,-863.692,8.122,-8.09,-19.06,-31.964,129.887,-164.841
0.69,0.68,-4.784,-36.171,-27.344,15.288,-529.776,-863.945,8.122,-8.09,-19.006,-32.013,129.908,-164.823
-0.067,0.469,-11.914,-35.073,-26.856,15.349,-529.964,-864.191,-0.322,-2.256,-19.033,-31.995,129.898,-164.825
-0.067,0.469,-11.914,-35.073,-26.856,15.349,-530.152,-864.436,-0.322,-2.256,-19.06,-31.977,129.888,-164.827
-0.067,0.469,-11.914,-35.073,-26.856,15.349,-530.34,-864.682,-0.322,-2.256,-19.086,-31.96,129.878,-164.828
0.35,0.819,-9.003,-40.688,-27.65,14.617,-530.534,-864.967,2.215,-5.197,-19.094,-32.016,131.019,-164.819
0.35,0.819,-9.003,-40.688,-27.65,14.617,-530.728,-865.251,2.215,-5.197,-19.101,-32.072,131.019,-164.811
0.35,0.819,-9.003,-40.688,-27.65,14.617,-530.921,-865.536,2.215,-5.197,-19.108,-32.128,131.018,-164.802
0.306,0.56,-10.109,-35.683,-27.772,14.8,-531.115,-865.786,1.734,-3.172,-19.121,-32.123,131.013,-164.794
0.306,0.56,-10.109,-35.683,-27.772,14.8,-531.338,-866.071,1.734,-3.172,-19.166,-32.158,130.999,-164.785
0.306,0.56,-10.109,-35.683,-27.772,14.8,-531.532,-866.321,1.734,-3.172,-19.178,-32.153,130.994,-164.778
0.397,0.278,-10.023,-32.998,-26.734,15.349,-531.719,-866.552,2.27,-1.587,-19.176,-32.11,130.993,-164.768
0.397,0.278,-10.023,-32.998,-26.734,15.349,-531.906,-866.783,2.27,-1.587,-19.175,-32.068,130.992,-164.758
0.397,0.278,-10.023,-32.998,-26.734,15.349,-532.093,-867.014,2.27,-1.587,-19.174,-32.026,130.991,-164.748
0.56,0.34,-5.909,-42.824,-30.518,12.847,-532.307,-867.314,5.407,-3.293,-19.171,-32.08,130.994,-164.733
0.56,0.34,-5.909,-42.824,-30.518,12.847,-532.521,-867.614,5.407,-3.293,-19.169,-32.133,130.997,-164.719
0.043,0.369,-11.134,-34.157,-29.115,11.138,-532.724,-867.853,0.222,-1.897,-19.207,-32.103,130.982,-164.718
0.043,0.369,-11.134,-34.157,-29.115,11.138,-532.899,-868.058,0.222,-1.897,-19.211,-32.034,130.978,-164.717
0.043,0.369,-11.134,-34.157,-29.115,11.138,-533.132,-868.331,0.222,-1.897,-19.282,-32.044,130.953,-164.716
-0.364,0.963,-12.245,-38.918,-27.711,14.922,-533.298,-868.564,-1.697,-4.495,-19.296,-32.034,130.948,-164.724
-0.364,0.963,-12.245,-38.918,-27.711,14.922,-533.52,-868.876,-1.697,-4.495,-19.372,-32.114,130.924,-164.734
-0.364,0.963,-12.245,-38.918,-27.711,14.922,-533.714,-869.148,-1.697,-4.495,-19.416,-32.148,130.909,-164.744
0.259,0.35,-8.035,-39.65,-28.443,15.044,-533.913,-869.426,1.841,-2.491,-19.43,-32.167,129.679,-164.737
0.259,0.35,-8.035,-39.65,-28.443,15.044,-534.112,-869.703,1.841,-2.491,-19.444,-32.186,129.675,-164.731
0.259,0.35,-8.035,-39.65,-28.443,15.044,-534.34,-870.02,1.841,-2.491,-19.49,-32.25,129.662,-164.723
-0.12,0.761,-11.507,-37.087,-27.406,15.471,-534.532,-870.28,-0.595,-3.786,-19.52,-32.261,129.652,-164.726
-0.12,0.761,-11.507,-37.087,-27.406,15.471,-534.751,-870.577,-0.595,-3.786,-19.58,-32.314,129.634,-164.73
-0.12,0.761,-11.507,-37.087,-27.406,15.471,-534.943,-870.836,-0.595,-3.786,-19.609,-32.325,129.624,-164.733
0.239,0.23,-8.696,-34.218,-27.65,15.838,-535.136,-871.076,1.577,-1.514,-19.617,-32.289,129.619,-164.727
0.239,0.23,-8.696,-34.218,-27.65,15.838,-535.33,-871.315,1.577,-1.514,-19.626,-32.254,129.614,-164.72
0.508,0.603,-8.533,-38.247,-26.673,14.556,-535.516,-871.583,3.396,-4.044,-19.608,-32.277,129.622,-164.708
0.508,0.603,-8.533,-38.247,-26.673,14.556,-535.703,-871.851,3.396,-4.044,-19.59,-32.299,129.629,-164.695
0.508,0.603,-8.533,-38.247,-26.673,14.556,-535.89,-872.118,3.396,-4.044,-19.573,-32.322,129.637,-164.682
0.407,0.144,-9.913,-37.697,-27.528,15.532,-536.083,-872.382,2.351,-0.83,-19.573,-32.307,129.636,-164.672
0.407,0.144,-9.913,-37.697,-27.528,15.532,-536.275,-872.646,2.351,-0.83,-19.573,-32.293,129.635,-164.662
0.407,0.144,-9.913,-37.697,-27.528,15.532,-536.495,-872.948,2.351,-0.83,-19.605,-32.322,129.625,-164.65
0.053,0.881,-9.745,-39.101,-28.077,15.166,-536.692,-873.221,0.308,-5.167,-19.63,-32.362,129.619,-164.649
0.053,0.881,-9.745,-39.101,-28.077,15.166,-536.888,-873.495,0.308,-5.167,-19.654,-32.401,129.613,-164.647
0.053,0.881,-9.745,-39.101,-28.077,15.166,-537.085,-873.769,0.308,-5.167,-19.678,-32.441,129.606,-164.646
0.311,0.761,-8.519,-37.392,-27.161,15.655,-537.275,-874.03,2.084,-5.107,-19.677,-32.465,129.608,-164.638
0.311,0.761,-8.519,-37.392,-27.161,15.655,-537.465,-874.292,2.084,-5.107,-19.676,-32.49,129.61,-164.63
0.311,0.761,-8.519,-37.392,-27.161,15.655,-537.628,-874.516,2.084,-5.107,-19.644,-32.471,129.62,-164.623
0.378,0.038,-8.576,-33.791,-27.1,15.96,-537.818,-874.753,2.526,-0.256,-19.638,-32.418,129.448,-164.614
0.378,0.038,-8.576,-33.791,-27.1,15.96,-538.035,-875.023,2.526,-0.256,-19.663,-32.404,129.437,-164.603
0.378,0.038,-8.576,-33.791,-27.1,15.96,-538.224,-875.26,2.526,-0.256,-19.657,-32.352,129.438,-164.594
0.211,1.116,-9.448,-42.824,-26.734,14.8,-538.412,-875.56,1.269,-6.735,-19.661,-32.437,129.439,-164.588
0.211,1.116,-9.448,-42.824,-26.734,14.8,-538.599,-875.859,1.269,-6.735,-19.665,-32.522,129.441,-164.583
0.062,1.03,-10.54,-31.899,-28.016,15.716,-538.795,-876.083,0.337,-5.579,-19.688,-32.506,129.431,-164.581
0.062,1.03,-10.54,-31.899,-28.016,15.716,-538.991,-876.306,0.337,-5.579,-19.711,-32.491,129.422,-164.58
0.062,1.03,-10.54,-31.899,-28.016,15.716,-539.187,-876.529,0.337,-5.579,-19.734,-32.477,129.412,-164.578
0.034,0.029,-9.424,-36.477,-28.26,15.166,-539.385,-876.784,0.204,-0.175,-19.76,-32.444,129.401,-164.577
0.034,0.029,-9.424,-36.477,-28.26,15.166,-539.611,-877.076,0.204,-0.175,-19.818,-32.454,129.379,-164.576
0.034,0.029,-9.424,-36.477,-28.26,15.166,-539.809,-877.331,0.204,-0.175,-19.843,-32.422,129.368,-164.576
0.144,0.986,-9.285,-36.599,-26.917,15.655,-539.997,-877.588,0.881,-6.064,-19.85,-32.45,129.366,-164.572
0.144,0.986,-9.285,-36.599,-26.917,15.655,-540.212,-877.88,0.881,-6.064,-19.888,-32.519,129.354,-164.568
0.144,0.986,-9.285,-36.599,-26.917,15.655,-540.374,-878.1,0.881,-6.064,-19.864,-32.505,129.363,-164.565
0.23,0.589,-8.39,-38.735,-29.176,15.899,-540.607,-878.41,1.566,-4.016,-19.915,-32.573,129.345,-164.558
0.23,0.589,-8.39,-38.735,-29.176,15.899,-540.812,-878.681,1.566,-4.016,-19.933,-32.596,129.339,-164.552
0.23,0.589,-8.39,-38.735,-29.176,15.899,-541.016,-878.952,1.566,-4.016,-19.95,-32.619,129.333,-164.546
0.215,0.503,-10.128,-38.186,-29.786,16.875,-541.224,-879.219,1.217,-2.842,-19.976,-32.625,131.907,-164.541
0.215,0.503,-10.128,-38.186,-29.786,16.875,-541.463,-879.525,1.217,-2.842,-20.036,-32.675,131.885,-164.535
0.148,0.397,-9.994,-39.223,-27.528,15.777,-541.655,-879.799,0.85,-2.277,-20.046,-32.684,131.881,-164.531
0.148,0.397,-9.994,-39.223,-27.528,15.777,-541.848,-880.074,0.85,-2.277,-20.056,-32.692,131.878,-164.527
0.148,0.397,-9.994,-39.223,-27.528,15.777,-542.068,-880.388,0.85,-2.277,-20.098,-32.745,131.863,-164.523
0.168,0.742,-10.789,-39.101,-27.467,15.105,-542.26,-880.661,0.888,-3.936,-20.107,-32.769,131.86,-164.519
0.168,0.742,-10.789,-39.101,-27.467,15.105,-542.48,-880.974,0.888,-3.936,-20.147,-32.837,131.846,-164.514
0.168,0.742,-10.789,-39.101,-27.467,15.105,-542.672,-881.248,0.888,-3.936,-20.156,-32.859,131.843,-164.51
0.005,0.608,-9.022,-37.27,-27.528,15.227,-542.893,-881.546,0.03,-3.856,-20.205,-32.909,131.826,-164.51
0.005,0.608,-9.022,-37.27,-27.528,15.227,-543.113,-881.844,0.03,-3.856,-20.253,-32.958,131.809,-164.51
0.129,0.642,-10.956,-38.003,-27.772,15.716,-543.307,-882.11,0.675,-3.352,-20.265,-32.964,131.804,-164.506
0.129,0.642,-10.956,-38.003,-27.772,15.716,-543.502,-882.376,0.675,-3.352,-20.277,-32.971,131.8,-164.503
0.129,0.642,-10.956,-38.003,-27.772,15.716,-543.724,-882.68,0.675,-3.352,-20.321,-33.021,131.785,-164.499
0.168,0.881,-9.233,-37.758,-27.344,15.105,-543.915,-882.945,1.035,-5.452,-20.325,-33.046,131.784,-164.495
0.168,0.881,-9.233,-37.758,-27.344,15.105,-544.107,-883.209,1.035,-5.452,-20.329,-33.071,131.783,-164.491
0.168,0.881,-9.233,-37.758,-27.344,15.105,-544.298,-883.473,1.035,-5.452,-20.334,-33.096,131.782,-164.487
0.125,0.445,-9.496,-36.171,-27.833,16.326,-544.493,-883.726,0.75,-2.685,-20.344,-33.08,131.691,-164.483
0.125,0.445,-9.496,-36.171,-27.833,16.326,-544.688,-883.979,0.75,-2.685,-20.355,-33.065,131.686,-164.48
0.125,0.445,-9.496,-36.171,-27.833,16.326,-544.883,-884.233,0.75,-2.685,-20.366,-33.049,131.682,-164.477
0.378,-0.053,-9.381,-33.608,-27.467,15.105,-545.075,-884.468,2.309,0.322,-20.358,-32.983,131.682,-164.468
0.378,-0.053,-9.381,-33.608,-27.467,15.105,-545.267,-884.703,2.309,0.322,-20.35,-32.918,131.682,-164.458
0.378,-0.053,-9.381,-33.608,-27.467,15.105,-545.459,-884.938,2.309,0.322,-20.343,-32.853,131.682,-164.449
0.206,0.91,-9.233,-42.397,-26.795,15.044,-545.647,-885.235,1.271,-5.628,-20.34,-32.919,131.686,-164.443
0.206,0.91,-9.233,-42.397,-26.795,15.044,-545.834,-885.532,1.271,-5.628,-20.338,-32.984,131.689,-164.438
0.11,0.67,-9.793,-35.012,-25.941,14.861,-546.042,-885.812,0.643,-3.916,-20.364,-33.012,131.681,-164.435
0.11,0.67,-9.793,-35.012,-25.941,14.861,-546.224,-886.057,0.643,-3.916,-20.361,-33,131.682,-164.432
0.11,0.67,-9.793,-35.012,-25.941,14.861,-546.405,-886.302,0.643,-3.916,-20.357,-32.988,131.682,-164.43
0.225,0.886,-9.577,-35.256,-25.88,13.946,-546.612,-886.584,1.34,-5.285,-20.376,-33.032,131.677,-164.423
0.225,0.886,-9.577,-35.256,-25.88,13.946,-546.793,-886.831,1.34,-5.285,-20.365,-33.036,131.682,-164.417
0.225,0.886,-9.577,-35.256,-25.88,13.946,-547,-887.113,1.34,-5.285,-20.384,-33.08,131.677,-164.411
0.139,0.206,-9.807,-39.223,-26.551,15.166,-547.186,-887.387,0.811,-1.203,-20.384,-33.073,131.677,-164.407
0.139,0.206,-9.807,-39.223,-26.551,15.166,-547.372,-887.662,0.811,-1.203,-20.383,-33.067,131.676,-164.404
0.139,0.206,-9.807,-39.223,-26.551,15.166,-547.558,-887.936,0.811,-1.203,-20.383,-33.061,131.676,-164.4
0.34,0.57,-10.808,-37.087,-26.124,14.922,-547.741,-888.196,1.799,-3.018,-20.369,-33.056,131.52,-164.392
0.34,0.57,-10.808,-37.087,-26.124,14.922,-547.924,-888.456,1.799,-3.018,-20.356,-33.052,131.525,-164.383
0.508,0.512,-9.616,-33.486,-26.612,14.739,-548.136,-888.724,3.018,-3.05,-20.364,-33.057,131.522,-164.369
