accx,accy,accz,gyrX,gyrY,gyrZ,thetaG,phiG,thetaAm,phiAm,thetaC1,phic1,alphac,speed
0.508,0.512,-9.616,-33.486,-26.612,14.739,-548.323,-888.958,3.018,-3.05,-20.343,-33.023,131.528,-164.356
0.508,0.512,-9.616,-33.486,-26.612,14.739,-548.536,-889.226,3.018,-3.05,-20.351,-33.029,131.525,-164.341
0.417,0.69,-9.735,-38.491,-26.795,14.983,-548.723,-889.495,2.444,-4.052,-20.337,-33.046,131.531,-164.331
0.417,0.69,-9.735,-38.491,-26.795,14.983,-548.911,-889.765,2.444,-4.052,-20.323,-33.062,131.537,-164.32
0.417,0.69,-9.735,-38.491,-26.795,14.983,-549.098,-890.034,2.444,-4.052,-20.309,-33.079,131.543,-164.31
0.374,0.967,-10.329,-31.289,-25.147,15.593,-549.274,-890.253,2.062,-5.35,-20.285,-33.051,131.551,-164.3
0.374,0.967,-10.329,-31.289,-25.147,15.593,-549.45,-890.472,2.062,-5.35,-20.262,-33.023,131.558,-164.291
0.374,0.967,-10.329,-31.289,-25.147,15.593,-549.626,-890.691,2.062,-5.35,-20.239,-32.996,131.565,-164.282
0.345,-0.105,-9.386,-34.89,-25.269,14.495,-549.803,-890.935,2.104,0.643,-20.217,-32.938,131.571,-164.273
0.345,-0.105,-9.386,-34.89,-25.269,14.495,-550.005,-891.214,2.104,0.643,-20.224,-32.92,131.568,-164.263
0.929,0.895,-10.262,-33.608,-28.26,15.044,-550.203,-891.45,5.153,-4.987,-20.196,-32.908,131.578,-164.239
0.929,0.895,-10.262,-33.608,-28.26,15.044,-550.401,-891.685,5.153,-4.987,-20.167,-32.897,131.588,-164.216
0.929,0.895,-10.262,-33.608,-28.26,15.044,-550.627,-891.954,5.153,-4.987,-20.172,-32.924,131.587,-164.189
0.68,0.848,-9.438,-48.562,-29.847,17.852,-550.836,-892.294,4.104,-5.132,-20.167,-33.033,128.755,-164.172
0.68,0.848,-9.438,-48.562,-29.847,17.852,-551.045,-892.633,4.104,-5.132,-20.162,-33.141,128.762,-164.155
0.68,0.848,-9.438,-48.562,-29.847,17.852,-551.284,-893.022,4.104,-5.132,-20.191,-33.303,128.759,-164.135
0.747,0.675,-10.367,-35.073,-29.237,17.73,-551.488,-893.267,4.113,-3.726,-20.181,-33.287,128.762,-164.117
0.747,0.675,-10.367,-35.073,-29.237,17.73,-551.693,-893.513,4.113,-3.726,-20.171,-33.271,128.765,-164.098
0.747,0.675,-10.367,-35.073,-29.237,17.73,-551.898,-893.758,4.113,-3.726,-20.161,-33.255,128.768,-164.079
0.661,0.393,-9.577,-37.514,-28.565,15.716,-552.098,-894.021,3.944,-2.348,-20.148,-33.245,128.773,-164.062
0.661,0.393,-9.577,-37.514,-28.565,15.716,-552.298,-894.284,3.944,-2.348,-20.135,-33.235,128.778,-164.046
0.532,0.742,-9.793,-41.298,-27.833,16.448,-552.52,-894.614,3.098,-4.334,-20.156,-33.322,128.774,-164.03
0.532,0.742,-9.793,-41.298,-27.833,16.448,-552.743,-894.944,3.098,-4.334,-20.177,-33.408,128.77,-164.015
0.532,0.742,-9.793,-41.298,-27.833,16.448,-552.938,-895.233,3.098,-4.334,-20.166,-33.447,128.776,-164.002
0.915,0.249,-9.707,-35.439,-28.138,15.838,-553.135,-895.481,5.381,-1.47,-20.135,-33.409,128.786,-163.979
0.915,0.249,-9.707,-35.439,-28.138,15.838,-553.36,-895.765,5.381,-1.47,-20.136,-33.413,128.786,-163.952
0.915,0.249,-9.707,-35.439,-28.138,15.838,-553.557,-896.013,5.381,-1.47,-20.105,-33.376,128.796,-163.929
0.828,0.565,-9.759,-40.2,-28.199,16.631,-553.754,-896.294,4.844,-3.314,-20.08,-33.395,128.807,-163.908
0.828,0.565,-9.759,-40.2,-28.199,16.631,-553.952,-896.576,4.844,-3.314,-20.056,-33.415,128.817,-163.887
0.828,0.565,-9.759,-40.2,-28.199,16.631,-554.149,-896.857,4.844,-3.314,-20.031,-33.434,128.828,-163.867
0.843,0.843,-9.549,-40.749,-27.955,16.326,-554.345,-897.142,5.025,-5.044,-20.004,-33.475,128.841,-163.845
0.843,0.843,-9.549,-40.749,-27.955,16.326,-554.54,-897.427,5.025,-5.044,-19.976,-33.516,128.853,-163.824
0.872,0.45,-9.865,-34.768,-27.894,15.96,-554.736,-897.671,5.044,-2.613,-19.948,-33.484,131.034,-163.802
0.872,0.45,-9.865,-34.768,-27.894,15.96,-554.931,-897.914,5.044,-2.613,-19.921,-33.452,131.045,-163.78
0.872,0.45,-9.865,-34.768,-27.894,15.96,-555.126,-898.158,5.044,-2.613,-19.893,-33.421,131.056,-163.758
0.824,0.589,-9.687,-39.345,-27.772,16.021,-555.32,-898.433,4.851,-3.479,-19.867,-33.435,131.067,-163.737
0.824,0.589,-9.687,-39.345,-27.772,16.021,-555.515,-898.708,4.851,-3.479,-19.841,-33.449,131.077,-163.717
0.824,0.589,-9.687,-39.345,-27.772,16.021,-555.737,-899.023,4.851,-3.479,-19.847,-33.507,131.075,-163.693
0.718,0.637,-9.64,-37.88,-27.711,15.96,-555.931,-899.288,4.252,-3.78,-19.827,-33.512,131.084,-163.675
0.718,0.637,-9.64,-37.88,-27.711,15.96,-556.125,-899.553,4.252,-3.78,-19.807,-33.517,131.092,-163.657
0.718,0.637,-9.64,-37.88,-27.711,15.96,-556.319,-899.818,4.252,-3.78,-19.787,-33.521,131.1,-163.639
0.57,0.479,-9.836,-35.805,-27.528,15.777,-556.512,-900.069,3.312,-2.787,-19.776,-33.499,131.104,-163.624
0.57,0.479,-9.836,-35.805,-27.528,15.777,-556.704,-900.32,3.312,-2.787,-19.764,-33.477,131.109,-163.61
0.57,0.479,-9.836,-35.805,-27.528,15.777,-556.897,-900.57,3.312,-2.787,-19.753,-33.456,131.113,-163.596
0.479,0.632,-9.64,-38.857,-27.406,15.899,-557.089,-900.842,2.838,-3.752,-19.745,-33.468,131.116,-163.584
0.479,0.632,-9.64,-38.857,-27.406,15.899,-557.281,-901.114,2.838,-3.752,-19.738,-33.481,131.119,-163.571
0.479,0.632,-9.64,-38.857,-27.406,15.899,-557.472,-901.386,2.838,-3.752,-19.731,-33.493,131.122,-163.559
0.441,0.57,-9.769,-36.232,-27.283,15.716,-557.691,-901.676,2.578,-3.338,-19.756,-33.522,131.112,-163.547
0.441,0.57,-9.769,-36.232,-27.283,15.716,-557.882,-901.93,2.578,-3.338,-19.75,-33.509,131.114,-163.536
0.364,0.555,-9.778,-37.148,-27.161,15.716,-558.072,-902.19,2.128,-3.251,-19.748,-33.502,130.407,-163.526
0.364,0.555,-9.778,-37.148,-27.161,15.716,-558.289,-902.487,2.128,-3.251,-19.776,-33.538,130.397,-163.516
0.364,0.555,-9.778,-37.148,-27.161,15.716,-558.479,-902.747,2.128,-3.251,-19.774,-33.531,130.397,-163.507
0.843,0.455,-10.195,-37.27,-27.1,15.655,-558.669,-903.008,4.721,-2.555,-19.745,-33.519,130.408,-163.486
0.843,0.455,-10.195,-37.27,-27.1,15.655,-558.859,-903.269,4.721,-2.555,-19.716,-33.506,130.419,-163.464
0.843,0.455,-10.195,-37.27,-27.1,15.655,-559.048,-903.529,4.721,-2.555,-19.688,-33.493,130.43,-163.443
3.199,0.464,-8.069,-27.993,-28.26,14.495,-559.246,-903.725,21.593,-3.295,-19.5,-33.415,130.502,-163.362
3.199,0.464,-8.069,-27.993,-28.26,14.495,-559.472,-903.949,21.593,-3.295,-19.347,-33.368,130.56,-163.27
3.199,0.464,-8.069,-27.993,-28.26,14.495,-559.67,-904.145,21.593,-3.295,-19.162,-33.291,130.63,-163.19
4.276,-0.402,-9.994,-26.162,-26.185,14.251,-559.853,-904.328,23.149,2.305,-18.948,-33.143,130.711,-163.082
4.276,-0.402,-9.994,-26.162,-26.185,14.251,-560.037,-904.511,23.149,2.305,-18.736,-32.997,130.791,-162.974
3.951,-0.464,-8.414,-57.351,-25.269,12.725,-560.214,-904.913,25.119,3.16,-18.499,-33.093,130.883,-162.875
3.951,-0.464,-8.414,-57.351,-25.269,12.725,-560.39,-905.314,25.119,3.16,-18.264,-33.187,130.972,-162.775
3.951,-0.464,-8.414,-57.351,-25.269,12.725,-560.567,-905.716,25.119,3.16,-18.031,-33.281,131.059,-162.676
2.773,1.757,-9.807,-33.913,-23.377,13.03,-560.731,-905.953,15.551,-10.16,-17.882,-33.32,131.114,-162.606
2.773,1.757,-9.807,-33.913,-23.377,13.03,-560.871,-906.157,15.551,-10.16,-17.707,-33.32,131.179,-162.546
2.773,1.757,-9.807,-33.913,-23.377,13.03,-561.058,-906.428,15.551,-10.16,-17.588,-33.397,131.222,-162.466
1.824,-1.518,-10.123,-35.256,-30.885,14.922,-561.274,-906.675,10.106,8.528,-17.557,-33.259,134.733,-162.42
1.824,-1.518,-10.123,-35.256,-30.885,14.922,-561.491,-906.921,10.106,8.528,-17.526,-33.122,134.746,-162.374
1.824,-1.518,-10.123,-35.256,-30.885,14.922,-561.707,-907.168,10.106,8.528,-17.496,-32.986,134.759,-162.328
1.461,1.001,-11.091,-47.646,-28.992,18.767,-561.939,-907.549,7.472,-5.157,-17.51,-33.142,134.751,-162.286
1.461,1.001,-11.091,-47.646,-28.992,18.767,-562.142,-907.883,7.472,-5.157,-17.492,-33.242,134.756,-162.249
3.975,-0.014,-7.375,-39.589,-30.274,18.767,-562.354,-908.16,28.323,0.112,-17.275,-33.224,134.829,-162.149
3.975,-0.014,-7.375,-39.589,-30.274,18.767,-562.596,-908.477,28.323,0.112,-17.095,-33.251,134.889,-162.034
3.975,-0.014,-7.375,-39.589,-30.274,18.767,-562.808,-908.754,28.323,0.112,-16.882,-33.233,134.96,-161.934
4.731,0.728,-11.938,-53.994,-30.03,15.105,-563.018,-909.132,21.583,-3.489,-16.736,-33.366,135.004,-161.815
4.731,0.728,-11.938,-53.994,-30.03,15.105,-563.228,-909.51,21.583,-3.489,-16.592,-33.497,135.048,-161.696
4.731,0.728,-11.938,-53.994,-30.03,15.105,-563.438,-909.888,21.583,-3.489,-16.45,-33.628,135.09,-161.577
6.043,0.484,-7.556,-61.623,-30.64,11.87,-563.653,-910.319,38.594,-3.662,-16.144,-33.819,135.183,-161.424
6.043,0.484,-7.556,-61.623,-30.64,11.87,-563.898,-910.812,38.594,-3.662,-15.875,-34.079,135.259,-161.25
6.043,0.484,-7.556,-61.623,-30.64,11.87,-564.112,-911.243,38.594,-3.662,-15.575,-34.266,135.347,-161.098
3.237,1.801,-9.146,-60.525,-34.669,8.208,-564.355,-911.667,19.15,-11.137,-15.504,-34.517,135.361,-161.016
3.237,1.801,-9.146,-60.525,-34.669,8.208,-564.598,-912.091,19.15,-11.137,-15.434,-34.765,135.376,-160.935
3.237,1.801,-9.146,-60.525,-34.669,8.208,-564.84,-912.514,19.15,-11.137,-15.364,-35.011,135.391,-160.853
0.632,-0.642,-13.696,-59.976,-49.44,4.668,-565.186,-912.934,2.64,2.683,-15.578,-35.113,132.651,-160.837
0.632,-0.642,-13.696,-59.976,-49.44,4.668,-565.532,-913.354,2.64,2.683,-15.79,-35.213,132.574,-160.821
-0.809,1.039,-12.561,-63.577,-74.464,-3.084,-566.054,-913.799,-3.674,-4.729,-16.262,-35.414,132.405,-160.842
-0.809,1.039,-12.561,-63.577,-74.464,-3.084,-566.649,-914.307,-3.674,-4.729,-16.815,-35.687,132.206,-160.865
-0.809,1.039,-12.561,-63.577,-74.464,-3.084,-567.245,-914.816,-3.674,-4.729,-17.361,-35.956,132.01,-160.888
-2.121,2.543,-13.14,-65.591,-107.607,-12.727,-567.998,-915.275,-9.007,-10.952,-18.135,-36.229,131.732,-160.942
-2.121,2.543,-13.14,-65.591,-107.607,-12.727,-568.859,-915.8,-9.007,-10.952,-19.024,-36.573,131.41,-161.003
-2.121,2.543,-13.14,-65.591,-107.607,-12.727,-569.612,-916.259,-9.007,-10.952,-19.782,-36.84,131.134,-161.056
-2.447,1.116,-12.427,-57.046,-147.219,-22.371,-570.643,-916.658,-11.096,-5.131,-20.868,-36.977,130.723,-161.118
-2.447,1.116,-12.427,-57.046,-147.219,-22.371,-571.821,-917.115,-11.096,-5.131,-22.111,-37.179,130.241,-161.189
-2.447,1.116,-12.427,-57.046,-147.219,-22.371,-572.851,-917.514,-11.096,-5.131,-23.174,-37.313,129.815,-161.25
-2.188,1.355,-12.388,-32.814,-188.663,-31.465,-574.172,-917.744,-9.96,-6.243,-24.546,-37.264,129.227,-161.305
-2.188,1.355,-12.388,-32.814,-188.663,-31.465,-575.681,-918.006,-9.96,-6.243,-26.118,-37.252,128.524,-161.368
-3.96,0.498,-11.627,-38.613,-233.219,-37.02,-577.547,-918.315,-18.793,-2.453,-28.169,-37.256,127.555,-161.483
-3.96,0.498,-11.627,-38.613,-233.219,-37.02,-579.179,-918.585,-18.793,-2.453,-29.934,-37.216,126.665,-161.582
-3.96,0.498,-11.627,-38.613,-233.219,-37.02,-581.045,-918.894,-18.793,-2.453,-31.947,-37.22,125.599,-161.696
-4.679,1.058,-10.727,-33.791,-279.118,-39.766,-583.278,-919.164,-23.463,-5.635,-34.404,-37.212,124.208,-161.831
-4.679,1.058,-10.727,-33.791,-279.118,-39.766,-585.232,-919.401,-23.463,-5.635,-36.519,-37.165,122.921,-161.949
-6.206,0.704,-7.657,-20.79,-321.905,-39.095,-587.485,-919.546,-38.907,-5.253,-39.109,-37.012,108.943,-162.105
-6.206,0.704,-7.657,-20.79,-321.905,-39.095,-589.739,-919.692,-38.907,-5.253,-41.672,-36.86,107.597,-162.262
-6.206,0.704,-7.657,-20.79,-321.905,-39.095,-592.314,-919.858,-38.907,-5.253,-44.576,-36.733,106.021,-162.441
-4.875,0.843,-5.675,-16.579,-352.85,-39.095,-595.137,-919.991,-40.356,-8.448,-47.748,-36.601,104.219,-162.581
-4.875,0.843,-5.675,-16.579,-352.85,-39.095,-597.607,-920.107,-40.356,-8.448,-50.486,-36.452,102.572,-162.704
-4.875,0.843,-5.675,-16.579,-352.85,-39.095,-600.43,-920.24,-40.356,-8.448,-53.598,-36.323,100.658,-162.844
-40.426,11.866,-68.114,-30.068,-328.802,-33.846,-602.731,-920.45,-30.315,-9.882,-55.986,-36.298,99.202,-163.863
-40.426,11.866,-68.114,-30.068,-328.802,-33.846,-605.033,-920.66,-30.315,-9.882,-58.35,-36.273,97.731,-164.882
-40.426,11.866,-68.114,-30.068,-328.802,-33.846,-607.334,-920.871,-30.315,-9.882,-60.69,-36.249,96.251,-165.9
3.673,-1.963,7.638,-87.381,-221.073,0.945,-609.103,-921.57,24.973,165.584,-61.846,-35.027,94.476,-165.795
3.673,-1.963,7.638,-87.381,-221.073,0.945,-610.651,-922.182,24.973,165.584,-62.74,-33.717,92.756,-165.702
-3.951,-0.785,-2.6,-138.346,-217.228,-4.548,-612.171,-923.15,-55.49,16.806,-64.399,-34.314,92.184,-165.802
-3.951,-0.785,-2.6,-138.346,-217.228,-4.548,-613.909,-924.257,-55.49,16.806,-66.288,-35.063,91.615,-165.915
-3.951,-0.785,-2.6,-138.346,-217.228,-4.548,-615.429,-925.225,-55.49,16.806,-67.911,-35.647,91.091,-166.015
-9.462,1.858,-19.03,-142.069,-184.451,-14.253,-616.721,-926.22,-26.33,-5.576,-68.966,-36.478,91.179,-166.253
-9.462,1.858,-19.03,-142.069,-184.451,-14.253,-618.196,-927.356,-26.33,-5.576,-70.219,-37.463,91.297,-166.526
-9.462,1.858,-19.03,-142.069,-184.451,-14.253,-619.487,-928.351,-26.33,-5.576,-71.25,-38.277,91.409,-166.764
-6.45,-0.996,-10.746,-98.428,-163.272,-16.939,-620.63,-929.04,-30.867,5.296,-72.148,-38.625,68.55,-166.927
-6.45,-0.996,-10.746,-98.428,-163.272,-16.939,-621.936,-929.827,-30.867,5.296,-73.222,-39.083,69.385,-167.113
-3.529,-2.141,1.532,-59.304,-142.459,-21.822,-622.934,-930.242,-53.28,125.598,-74.158,-37.909,68.677,-167.202
-3.529,-2.141,1.532,-59.304,-142.459,-21.822,-624.073,-930.717,-53.28,125.598,-75.247,-36.814,68.095,-167.303
-3.529,-2.141,1.532,-59.304,-142.459,-21.822,-625.07,-931.132,-53.28,125.598,-76.162,-35.662,67.387,-167.392
-3.874,-2.538,9.663,-23.354,-123.11,-25.911,-626.055,-931.319,-21.193,165.284,-76.734,-33.865,65.934,-167.504
-3.874,-2.538,9.663,-23.354,-123.11,-25.911,-626.917,-931.482,-21.193,165.284,-77.16,-32.06,64.411,-167.601
-3.874,-2.538,9.663,-23.354,-123.11,-25.911,-627.779,-931.646,-21.193,165.284,-77.581,-30.273,62.897,-167.699
-5.761,-4.506,6.398,-16.274,-98.635,-17.183,-628.568,-931.776,-36.359,144.841,-78.067,-28.67,61.575,-167.865
-5.761,-4.506,6.398,-16.274,-98.635,-17.183,-629.357,-931.906,-36.359,144.841,-78.548,-27.083,60.26,-168.031
-9.391,-0.311,-7.896,-53.017,-80.873,2.41,-629.923,-932.277,-49.918,2.257,-78.907,-27.212,60.511,-168.267
-0.326,0.699,-9.687,-37.697,-27.528,15.96,-785.133,-1255.33,-1.92,-4.128,-26.857,-43.248,157.842,-352.146
-0.326,0.699,-9.687,-37.697,-27.528,15.96,-785.381,-1255.67,-1.92,-4.128,-26.889,-43.243,157.834,-352.156
-0.326,0.699,-9.687,-37.697,-27.528,15.96,-785.629,-1256.01,-1.92,-4.128,-26.922,-43.239,157.827,-352.167
-0.311,0.699,-9.692,-37.392,-27.467,15.96,-785.848,-1256.31,-1.835,-4.126,-26.921,-43.188,157.831,-352.176
-0.311,0.699,-9.692,-37.392,-27.467,15.96,-786.068,-1256.61,-1.835,-4.126,-26.92,-43.138,157.835,-352.185
-0.283,0.67,-9.774,-37.087,-27.406,15.899,-786.315,-1256.94,-1.652,-3.924,-26.949,-43.126,157.357,-352.194
-0.283,0.67,-9.774,-37.087,-27.406,15.899,-786.534,-1257.24,-1.652,-3.924,-26.945,-43.072,157.363,-352.202
-0.283,0.67,-9.774,-37.087,-27.406,15.899,-786.726,-1257.5,-1.652,-3.924,-26.911,-42.976,157.381,-352.209
-0.239,0.699,-9.697,-38.125,-27.467,15.838,-786.946,-1257.8,-1.411,-4.124,-26.906,-42.934,157.386,-352.216
-0.239,0.699,-9.697,-38.125,-27.467,15.838,-787.165,-1258.11,-1.411,-4.124,-26.901,-42.893,157.392,-352.223
-0.196,0.666,-9.754,-37.453,-27.528,15.838,-787.358,-1258.37,-1.15,-3.904,-26.863,-42.802,157.41,-352.228
-0.196,0.666,-9.754,-37.453,-27.528,15.838,-787.578,-1258.67,-1.15,-3.904,-26.857,-42.754,157.417,-352.233
-0.196,0.666,-9.754,-37.453,-27.528,15.838,-787.771,-1258.93,-1.15,-3.904,-26.819,-42.664,157.435,-352.238
-0.177,0.675,-9.721,-37.941,-27.467,15.777,-787.963,-1259.2,-1.042,-3.973,-26.78,-42.58,157.454,-352.243
-0.177,0.675,-9.721,-37.941,-27.467,15.777,-788.155,-1259.46,-1.042,-3.973,-26.741,-42.496,157.472,-352.247
-0.177,0.675,-9.721,-37.941,-27.467,15.777,-788.348,-1259.73,-1.042,-3.973,-26.703,-42.413,157.49,-352.252
-0.163,0.714,-9.683,-38.064,-27.406,15.777,-788.54,-1260,-0.961,-4.214,-26.664,-42.334,157.508,-352.256
-0.163,0.714,-9.683,-38.064,-27.406,15.777,-788.731,-1260.26,-0.961,-4.214,-26.626,-42.257,157.526,-352.26
-0.163,0.714,-9.683,-38.064,-27.406,15.777,-788.923,-1260.53,-0.961,-4.214,-26.587,-42.18,157.543,-352.264
-0.091,0.69,-9.745,-37.514,-27.467,15.655,-789.143,-1260.83,-0.534,-4.048,-26.577,-42.14,157.55,-352.267
-0.091,0.69,-9.745,-37.514,-27.467,15.655,-789.335,-1261.09,-0.534,-4.048,-26.536,-42.058,157.569,-352.269
0.014,0.714,-9.726,-37.819,-27.406,15.838,-789.527,-1261.36,0.084,-4.196,-26.488,-41.981,157.114,-352.268
0.014,0.714,-9.726,-37.819,-27.406,15.838,-789.719,-1261.62,0.084,-4.196,-26.44,-41.904,157.135,-352.268
0.014,0.714,-9.726,-37.819,-27.406,15.838,-789.911,-1261.89,0.084,-4.196,-26.394,-41.829,157.156,-352.268
0.105,0.699,-9.778,-37.392,-27.406,15.899,-790.103,-1262.15,0.616,-4.09,-26.342,-41.749,157.179,-352.265
0.105,0.699,-9.778,-37.392,-27.406,15.899,-790.322,-1262.45,0.616,-4.09,-26.322,-41.713,157.189,-352.262
0.105,0.699,-9.778,-37.392,-27.406,15.899,-790.541,-1262.75,0.616,-4.09,-26.302,-41.678,157.198,-352.259
0.12,0.694,-9.731,-37.575,-27.467,15.838,-790.733,-1263.01,0.703,-4.082,-26.251,-41.601,157.221,-352.256
0.12,0.694,-9.731,-37.575,-27.467,15.838,-790.926,-1263.27,0.703,-4.082,-26.2,-41.525,157.243,-352.253
0.12,0.694,-9.731,-37.575,-27.467,15.838,-791.118,-1263.54,0.703,-4.082,-26.15,-41.45,157.265,-352.25
0.134,0.709,-9.702,-37.697,-27.528,15.899,-791.31,-1263.8,0.79,-4.178,-26.1,-41.378,157.287,-352.247
0.134,0.709,-9.702,-37.697,-27.528,15.899,-791.503,-1264.06,0.79,-4.178,-26.051,-41.306,157.309,-352.243
0.129,0.68,-9.726,-37.392,-27.589,15.899,-791.751,-1264.4,0.76,-3.999,-26.065,-41.316,157.304,-352.239
0.129,0.68,-9.726,-37.392,-27.589,15.899,-791.972,-1264.7,0.76,-3.999,-26.048,-41.284,157.312,-352.235
0.129,0.68,-9.726,-37.392,-27.589,15.899,-792.165,-1264.96,0.76,-3.999,-26,-41.209,157.334,-352.232
0.134,0.704,-9.692,-37.697,-27.589,15.899,-792.358,-1265.22,0.79,-4.154,-25.952,-41.139,157.355,-352.229
0.134,0.704,-9.692,-37.697,-27.589,15.899,-792.579,-1265.53,0.79,-4.154,-25.936,-41.112,157.363,-352.225
-5.852,-1.777,-6.848,-45.754,-24.476,17.791,-792.775,-1265.89,-39.596,14.544,-26.295,-40.973,157.285,-352.393
-5.852,-1.777,-6.848,-45.754,-24.476,17.791,-792.971,-1266.26,-39.596,14.544,-26.651,-40.834,157.901,-352.562
-5.852,-1.777,-6.848,-45.754,-24.476,17.791,-793.167,-1266.63,-39.596,14.544,-27.004,-40.697,157.826,-352.73
-2.006,2.605,-11.057,-29.457,-26.429,14.434,-793.431,-1266.92,-10.017,-13.257,-27.135,-40.758,157.784,-352.803
-2.006,2.605,-11.057,-29.457,-26.429,14.434,-793.721,-1267.24,-10.017,-13.257,-27.295,-40.852,157.731,-352.882
-1.872,0.196,-9.692,-14.87,-26.612,15.349,-793.961,-1267.38,-10.932,-1.16,-27.404,-40.607,157.731,-352.943
-1.872,0.196,-9.692,-14.87,-26.612,15.349,-794.174,-1267.5,-10.932,-1.16,-27.481,-40.348,157.741,-352.997
-4.257,0.963,-9.515,-19.081,-25.635,14.251,-794.405,-1267.67,-23.996,-5.776,-27.709,-40.198,157.697,-353.135
-4.257,0.963,-9.515,-19.081,-25.635,14.251,-794.635,-1267.84,-23.996,-5.776,-27.935,-40.049,157.654,-353.273
-1.92,0.144,-8.61,-9.743,-23.743,11.321,-794.873,-1267.94,-12.571,-0.956,-28.051,-39.769,157.656,-353.342
-1.92,0.144,-8.61,-9.743,-23.743,11.321,-795.11,-1268.04,-12.571,-0.956,-28.167,-39.492,157.658,-353.411
-3.405,0.302,-10.98,-5.898,-29.542,14.556,-795.406,-1268.09,-17.221,-1.574,-28.394,-39.18,157.634,-353.533
-3.405,0.302,-10.98,-5.898,-29.542,14.556,-795.701,-1268.15,-17.221,-1.574,-28.618,-38.871,157.61,-353.656
-3.175,1.259,-11.086,-43.679,-24.293,16.021,-795.92,-1268.55,-15.884,-6.481,-28.74,-38.995,157.559,-353.759
-3.175,1.259,-11.086,-43.679,-24.293,16.021,-796.163,-1268.98,-15.884,-6.481,-28.888,-39.167,157.495,-353.873
-3.175,1.259,-11.086,-43.679,-24.293,16.021,-796.333,-1269.29,-15.884,-6.481,-28.951,-39.188,157.474,-353.953
-3.591,3.132,-9.707,-53.139,-29.237,10.589,-796.537,-1269.66,-19.399,-17.882,-29.089,-39.399,158.033,-354.044
-3.591,3.132,-9.707,-53.139,-29.237,10.589,-796.742,-1270.03,-19.399,-17.882,-29.225,-39.607,157.973,-354.134
-3.591,3.132,-9.707,-53.139,-29.237,10.589,-796.947,-1270.4,-19.399,-17.882,-29.36,-39.813,157.915,-354.225
-2.567,-0.254,-9.486,-44.9,-26.795,12.664,-797.214,-1270.85,-15.135,1.533,-29.523,-39.911,157.859,-354.317
-2.567,-0.254,-9.486,-44.9,-26.795,12.664,-797.456,-1271.26,-15.135,1.533,-29.653,-39.957,157.818,-354.4
-1.331,-1.925,-8.026,-36.416,-27.039,11.931,-797.672,-1271.55,-9.163,13.488,-29.695,-39.754,157.827,-354.439
-1.331,-1.925,-8.026,-36.416,-27.039,11.931,-797.915,-1271.88,-9.163,13.488,-29.766,-39.595,157.824,-354.482
-0.172,3.433,-10.171,-36.232,-25.941,11.565,-798.149,-1272.2,-0.92,-18.653,-29.744,-39.756,157.813,-354.487
-0.172,3.433,-10.171,-36.232,-25.941,11.565,-798.382,-1272.53,-0.92,-18.653,-29.721,-39.917,157.803,-354.493
0.417,3.376,-9.41,-25.673,-24.232,11.443,-798.576,-1272.73,2.386,-19.737,-29.621,-39.949,157.828,-354.481
0.417,3.376,-9.41,-25.673,-24.232,11.443,-798.794,-1272.96,2.386,-19.737,-29.549,-40.01,157.842,-354.467
0.005,-1.427,-9.223,-2.724,-22.217,10.833,-799.016,-1272.99,0.029,8.795,-29.506,-39.553,157.901,-354.467
0.005,-1.427,-9.223,-2.724,-22.217,10.833,-799.238,-1273.02,0.029,8.795,-29.464,-39.1,157.961,-354.467
0.005,-1.427,-9.223,-2.724,-22.217,10.833,-799.461,-1273.05,0.029,8.795,-29.422,-38.652,158.023,-354.467
-1.259,0.043,-9.75,23.827,-23.377,10.65,-799.694,-1272.81,-7.36,-0.253,-29.467,-37.997,161.192,-354.512
-2.528,0.326,-12.829,-1.747,-23.682,7.171,-799.931,-1272.83,-11.146,-1.454,-29.554,-37.651,161.203,-354.603
-2.528,0.326,-12.829,-1.747,-23.682,7.171,-800.144,-1272.84,-11.146,-1.454,-29.612,-37.307,161.22,-354.685
-2.528,0.326,-12.829,-1.747,-23.682,7.171,-800.381,-1272.86,-11.146,-1.454,-29.697,-36.969,161.232,-354.776
-3.836,-1.556,-7.346,-28.908,-26.124,6.56,-800.642,-1273.15,-27.059,11.962,-29.968,-36.809,161.184,-354.914
-3.836,-1.556,-7.346,-28.908,-26.124,6.56,-800.851,-1273.38,-27.059,11.962,-30.177,-36.584,161.157,-355.025
-1.81,-0.254,-9.491,-39.773,-27.467,5.767,-801.126,-1273.78,-10.794,1.532,-30.296,-36.656,161.122,-355.09
-1.81,-0.254,-9.491,-39.773,-27.467,5.767,-801.373,-1274.13,-10.794,1.532,-30.383,-36.681,161.099,-355.148
0.891,3.031,-9.735,-34.279,-26.734,3.997,-801.667,-1274.51,4.992,-17.295,-30.364,-36.917,161.081,-355.113
0.891,3.031,-9.735,-34.279,-26.734,3.997,-801.935,-1274.86,4.992,-17.295,-30.314,-37.111,161.075,-355.081
1.537,-0.915,-10.09,-26.345,-27.283,4.729,-802.207,-1275.12,8.628,5.18,-30.236,-36.988,161.105,-355.026
1.537,-0.915,-10.09,-26.345,-27.283,4.729,-802.48,-1275.38,8.628,5.18,-30.158,-36.866,161.135,-354.97
1.571,0.843,-9.079,-33.852,-26.307,5.462,-802.717,-1275.69,9.774,-5.303,-30.028,-36.897,163.931,-354.92
