accx,accy,accz,gyrX,gyrY,gyrZ,thetaG,phiG,thetaAm,phiAm,thetaC1,phic1,alphac
-0.153,-0.23,-9.668,-0.35,0.376,1.616,69.113,387.036,-0.908,1.362,-0.156,1.654,-60.19
-0.153,-0.23,-9.668,-0.35,0.376,1.616,69.116,387.034,-0.908,1.362,-0.161,1.648,-60.186
-0.153,-0.23,-9.668,-0.35,0.376,1.616,69.118,387.031,-0.908,1.362,-0.166,1.643,-60.181
-0.158,-0.249,-9.663,0.505,0.437,1.555,69.121,387.035,-0.937,1.476,-0.17,1.645,-60.18
-0.158,-0.249,-9.663,0.505,0.437,1.555,69.124,387.038,-0.937,1.476,-0.174,1.647,-60.178
-0.158,-0.249,-9.663,0.505,0.437,1.555,69.127,387.041,-0.937,1.476,-0.178,1.65,-60.176
-0.129,-0.244,-9.673,1.603,0.498,1.555,69.13,387.051,-0.766,1.446,-0.181,1.659,-59.366
-0.129,-0.244,-9.673,1.603,0.498,1.555,69.133,387.062,-0.766,1.446,-0.182,1.67,-59.369
-0.129,-0.244,-9.673,1.603,0.498,1.555,69.136,387.072,-0.766,1.446,-0.184,1.679,-59.371
-0.129,-0.244,-9.673,1.603,0.498,1.555,69.14,387.083,-0.766,1.446,-0.186,1.69,-59.374
-0.153,-0.263,-9.702,2.58,0.498,1.555,69.143,387.098,-0.905,1.555,-0.19,1.707,-59.378
-0.153,-0.263,-9.702,2.58,0.498,1.555,69.146,387.116,-0.905,1.555,-0.193,1.727,-59.383
-0.153,-0.263,-9.702,2.58,0.498,1.555,69.149,387.132,-0.905,1.555,-0.196,1.744,-59.387
-0.125,-0.263,-9.692,3.19,0.62,1.616,69.154,387.154,-0.736,1.557,-0.197,1.769,-59.396
-0.125,-0.263,-9.692,3.19,0.62,1.616,69.157,387.173,-0.736,1.557,-0.198,1.789,-59.403
-0.125,-0.263,-9.692,3.19,0.62,1.616,69.162,387.196,-0.736,1.557,-0.198,1.814,-59.411
-0.01,-0.287,-9.687,3.923,0.681,1.555,69.167,387.223,-0.057,1.699,-0.191,1.845,-59.427
-0.01,-0.287,-9.687,3.923,0.681,1.555,69.171,387.247,-0.057,1.699,-0.185,1.872,-59.44
-0.01,-0.287,-9.687,3.923,0.681,1.555,69.175,387.274,-0.057,1.699,-0.178,1.902,-59.455
-0.024,-0.297,-9.687,4.838,0.62,1.616,69.18,387.308,-0.142,1.755,-0.172,1.941,-59.472
-0.024,-0.297,-9.687,4.838,0.62,1.616,69.183,387.337,-0.142,1.755,-0.167,1.974,-59.486
-0.024,-0.297,-9.687,4.838,0.62,1.616,69.188,387.371,-0.142,1.755,-0.162,2.012,-59.503
-0.014,-0.302,-9.687,5.815,0.437,1.677,69.19,387.406,-0.085,1.784,-0.158,2.051,-59.519
-0.014,-0.302,-9.687,5.815,0.437,1.677,69.193,387.447,-0.085,1.784,-0.154,2.097,-59.538
-0.014,-0.302,-9.687,5.815,0.437,1.677,69.197,387.487,-0.085,1.784,-0.149,2.142,-59.556
-0.034,-0.33,-9.687,7.036,0.315,1.738,69.199,387.537,-0.198,1.953,-0.147,2.199,-59.577
-0.034,-0.33,-9.687,7.036,0.315,1.738,69.201,387.579,-0.198,1.953,-0.145,2.246,-59.595
-0.034,-0.33,-9.687,7.036,0.315,1.738,69.203,387.628,-0.198,1.953,-0.143,2.302,-59.615
-0.144,-0.359,-9.687,8.378,0.315,1.738,69.205,387.687,-0.849,2.123,-0.148,2.37,-60.26
-0.144,-0.359,-9.687,8.378,0.315,1.738,69.207,387.745,-0.849,2.123,-0.152,2.437,-60.279
-0.144,-0.359,-9.687,8.378,0.315,1.738,69.209,387.796,-0.849,2.123,-0.157,2.494,-60.294
-0.11,-0.397,-9.678,9.355,0.376,1.677,69.212,387.861,-0.651,2.352,-0.159,2.57,-60.318
-0.11,-0.397,-9.678,9.355,0.376,1.677,69.214,387.917,-0.651,2.352,-0.161,2.634,-60.337
-0.11,-0.397,-9.678,9.355,0.376,1.677,69.217,387.983,-0.651,2.352,-0.163,2.709,-60.36
0.014,-0.412,-9.683,10.271,0.376,1.677,69.219,388.044,0.085,2.435,-0.158,2.78,-60.386
0.014,-0.412,-9.683,10.271,0.376,1.677,69.222,388.116,0.085,2.435,-0.152,2.862,-60.415
0.014,-0.412,-9.683,10.271,0.376,1.677,69.224,388.188,0.085,2.435,-0.147,2.943,-60.444
-0.081,-0.441,-9.63,11.369,0.376,1.677,69.227,388.268,-0.484,2.619,-0.147,3.034,-60.472
-0.081,-0.441,-9.63,11.369,0.376,1.677,69.229,388.347,-0.484,2.619,-0.147,3.125,-60.501
-0.081,-0.441,-9.63,11.369,0.376,1.677,69.232,388.427,-0.484,2.619,-0.147,3.214,-60.528
-0.101,-0.527,-9.731,12.59,0.437,1.738,69.235,388.502,-0.591,3.099,-0.149,3.303,-60.555
-0.101,-0.527,-9.731,12.59,0.437,1.738,69.238,388.591,-0.591,3.099,-0.149,3.405,-60.587
-0.129,-0.45,-9.812,13.811,0.132,1.616,69.239,388.687,-0.754,2.627,-0.154,3.512,-60.617
-0.129,-0.45,-9.812,13.811,0.132,1.616,69.24,388.784,-0.754,2.627,-0.159,3.618,-60.647
-0.129,-0.45,-9.812,13.811,0.132,1.616,69.24,388.867,-0.754,2.627,-0.164,3.707,-60.672
-0.129,-0.45,-9.812,13.811,0.132,1.616,69.241,388.963,-0.754,2.627,-0.169,3.811,-60.701
-0.019,-0.402,-9.893,15.764,-1.455,0.395,69.233,389.058,-0.111,2.328,-0.179,3.909,-59.244
-0.019,-0.402,-9.893,15.764,-1.455,0.395,69.224,389.153,-0.111,2.328,-0.189,4.005,-59.271
0.043,-0.666,-9.726,17.717,-3.286,-1.07,69.198,389.294,0.253,3.915,-0.215,4.173,-59.312
0.043,-0.666,-9.726,17.717,-3.286,-1.07,69.178,389.401,0.253,3.915,-0.234,4.296,-59.343
0.043,-0.666,-9.726,17.717,-3.286,-1.07,69.155,389.525,0.253,3.915,-0.257,4.44,-59.379
0.043,-0.666,-9.726,17.717,-3.286,-1.07,69.135,389.631,0.253,3.915,-0.275,4.561,-59.409
-0.038,-0.838,-9.596,17.839,-3.469,-1.07,69.111,389.756,-0.228,4.991,-0.303,4.714,-59.443
-0.038,-0.838,-9.596,17.839,-3.469,-1.07,69.087,389.881,-0.228,4.991,-0.331,4.865,-59.478
-0.038,-0.838,-9.596,17.839,-3.469,-1.07,69.062,390.006,-0.228,4.991,-0.359,5.014,-59.511
-0.091,-0.876,-9.587,16.435,-2.248,-0.154,69.049,390.104,-0.541,5.223,-0.377,5.133,-59.54
-0.091,-0.876,-9.587,16.435,-2.248,-0.154,69.033,390.219,-0.541,5.223,-0.397,5.271,-59.574
-0.144,-0.9,-9.731,14.543,-1.272,0.639,69.024,390.321,-0.842,5.286,-0.412,5.392,-59.605
-0.144,-0.9,-9.731,14.543,-1.272,0.639,69.015,390.423,-0.842,5.286,-0.427,5.512,-59.635
-0.144,-0.9,-9.731,14.543,-1.272,0.639,69.006,390.525,-0.842,5.286,-0.442,5.631,-59.665
-0.153,-0.948,-9.764,11.98,-0.661,1.066,69.002,390.596,-0.895,5.546,-0.451,5.715,-59.687
-0.153,-0.948,-9.764,11.98,-0.661,1.066,68.998,390.68,-0.895,5.546,-0.461,5.813,-59.713
-0.153,-0.948,-9.764,11.98,-0.661,1.066,68.994,390.752,-0.895,5.546,-0.47,5.896,-59.735
-0.278,-1.001,-9.678,8.256,-0.112,1.616,68.993,390.81,-1.635,5.904,-0.483,5.965,-57.939
-0.278,-1.001,-9.678,8.256,-0.112,1.616,68.992,390.868,-1.635,5.904,-0.495,6.033,-57.954
-0.278,-1.001,-9.678,8.256,-0.112,1.616,68.992,390.917,-1.635,5.904,-0.507,6.09,-57.967
-0.417,-0.991,-9.711,4.167,0.437,1.982,68.995,390.947,-2.444,5.828,-0.523,6.122,-57.969
-0.417,-0.991,-9.711,4.167,0.437,1.982,68.998,390.976,-2.444,5.828,-0.539,6.154,-57.972
-0.417,-0.991,-9.711,4.167,0.437,1.982,69.001,391.005,-2.444,5.828,-0.554,6.185,-57.974
-0.522,-0.996,-9.75,0.688,0.864,2.043,69.008,391.01,-3.049,5.833,-0.571,6.188,-57.967
-0.522,-0.996,-9.75,0.688,0.864,2.043,69.013,391.014,-3.049,5.833,-0.59,6.19,-57.958
-0.522,-0.996,-9.75,0.688,0.864,2.043,69.019,391.019,-3.049,5.833,-0.607,6.192,-57.95
-0.474,-0.953,-9.697,-1.509,0.803,1.921,69.024,391.009,-2.786,5.613,-0.622,6.174,-57.937
-0.474,-0.953,-9.697,-1.509,0.803,1.921,69.029,391,-2.786,5.613,-0.638,6.157,-57.923
-0.474,-0.953,-9.697,-1.509,0.803,1.921,69.035,390.989,-2.786,5.613,-0.653,6.139,-57.91
-0.206,-0.919,-9.673,-2.547,0.62,1.738,69.039,390.974,-1.214,5.43,-0.654,6.114,-57.901
-0.206,-0.919,-9.673,-2.547,0.62,1.738,69.043,390.956,-1.214,5.43,-0.654,6.086,-57.892
-0.206,-0.919,-9.673,-2.547,0.62,1.738,69.047,390.938,-1.214,5.43,-0.655,6.058,-57.883
-0.091,-0.881,-9.678,-2.303,0.498,1.616,69.05,390.924,-0.536,5.202,-0.65,6.033,-57.877
-0.091,-0.881,-9.678,-2.303,0.498,1.616,69.054,390.908,-0.536,5.202,-0.645,6.006,-57.871
-0.091,-0.881,-9.678,-2.303,0.498,1.616,69.057,390.894,-0.536,5.202,-0.64,5.981,-57.865
-0.187,-0.881,-9.649,-1.326,0.254,1.433,69.059,390.885,-1.104,5.218,-0.643,5.963,-58.731
-0.187,-0.881,-9.649,-1.326,0.254,1.433,69.06,390.877,-1.104,5.218,-0.645,5.946,-58.724
-0.187,-0.881,-9.649,-1.326,0.254,1.433,69.062,390.868,-1.104,5.218,-0.648,5.927,-58.717
-0.311,-0.939,-9.568,0.017,0.193,1.188,69.063,390.868,-1.854,5.603,-0.658,5.924,-58.711
-0.311,-0.939,-9.568,0.017,0.193,1.188,69.064,390.868,-1.854,5.603,-0.669,5.921,-58.705
-0.311,-0.939,-9.568,0.017,0.193,1.188,69.066,390.868,-1.854,5.603,-0.679,5.918,-58.699
-0.129,-0.915,-9.625,1.298,0.498,1.371,69.069,390.877,-0.766,5.428,-0.676,5.924,-58.702
-0.129,-0.915,-9.625,1.298,0.498,1.371,69.073,390.886,-0.766,5.428,-0.673,5.93,-58.706
-0.129,-0.915,-9.625,1.298,0.498,1.371,69.076,390.894,-0.766,5.428,-0.67,5.934,-58.708
0.005,-0.804,-9.678,3.19,0.315,1.433,69.078,390.917,0.028,4.752,-0.661,5.949,-58.718
0.005,-0.804,-9.678,3.19,0.315,1.433,69.08,390.936,0.028,4.752,-0.651,5.96,-58.726
0.005,-0.804,-9.678,3.19,0.315,1.433,69.082,390.958,0.028,4.752,-0.642,5.974,-58.735
0.062,-0.891,-9.697,5.327,-0.478,1.005,69.079,390.99,0.366,5.248,-0.635,6.005,-58.748
0.062,-0.891,-9.697,5.327,-0.478,1.005,69.076,391.027,0.366,5.248,-0.629,6.042,-58.763
0.062,-0.891,-9.697,5.327,-0.478,1.005,69.072,391.065,0.366,5.248,-0.623,6.078,-58.777
-0.129,-1.001,-9.606,6.12,-0.661,0.944,69.068,391.101,-0.767,5.948,-0.629,6.12,-58.788
-0.129,-1.001,-9.606,6.12,-0.661,0.944,69.064,391.144,-0.767,5.948,-0.636,6.169,-58.8
-0.129,-1.001,-9.606,6.12,-0.661,0.944,69.059,391.187,-0.767,5.948,-0.643,6.218,-58.812
-0.273,-1.077,-9.582,4.96,-0.051,1.433,69.059,391.222,-1.621,6.416,-0.653,6.261,-58.82
-0.273,-1.077,-9.582,4.96,-0.051,1.433,69.059,391.251,-1.621,6.416,-0.663,6.298,-58.827
-0.273,-1.077,-9.582,4.96,-0.051,1.433,69.058,391.286,-1.621,6.416,-0.673,6.341,-58.835
-0.153,-1.044,-9.663,3.068,0.925,2.043,69.064,391.305,-0.903,6.166,-0.669,6.361,-57.471
-0.153,-1.044,-9.663,3.068,0.925,2.043,69.07,391.326,-0.903,6.166,-0.664,6.384,-57.481
-0.153,-1.044,-9.663,3.068,0.925,2.043,69.078,391.351,-0.903,6.166,-0.657,6.411,-57.494
-0.043,-1.101,-9.663,0.627,1.841,2.653,69.089,391.354,-0.254,6.502,-0.64,6.417,-57.504
-0.043,-1.101,-9.663,0.627,1.841,2.653,69.102,391.359,-0.254,6.502,-0.621,6.423,-57.516
-0.043,-1.101,-9.663,0.627,1.841,2.653,69.113,391.363,-0.254,6.502,-0.604,6.428,-57.526
0.46,-1.087,-9.549,-2.181,3.123,3.508,69.138,391.345,2.739,6.495,-0.541,6.408,-57.552
0.46,-1.087,-9.549,-2.181,3.123,3.508,69.156,391.332,2.739,6.495,-0.486,6.393,-57.575
0.46,-1.087,-9.549,-2.181,3.123,3.508,69.178,391.317,2.739,6.495,-0.428,6.376,-57.6
0.608,-0.982,-9.855,-6.331,4.71,5.034,69.211,391.272,3.514,5.689,-0.349,6.317,-57.62
0.608,-0.982,-9.855,-6.331,4.71,5.034,69.239,391.234,3.514,5.689,-0.277,6.265,-57.641
0.608,-0.982,-9.855,-6.331,4.71,5.034,69.272,391.19,3.514,5.689,-0.2,6.207,-57.661
0.527,-0.828,-10.2,-12.923,4.099,5.278,69.297,391.113,2.947,4.643,-0.139,6.099,-57.657
0.527,-0.828,-10.2,-12.923,4.099,5.278,69.322,391.035,2.947,4.643,-0.079,5.992,-57.653
0.527,-0.828,-10.2,-12.923,4.099,5.278,69.354,390.932,2.947,4.643,-0.01,5.856,-57.644
0.11,-0.809,-9.874,-17.44,1.536,3.813,69.364,390.827,0.637,4.685,0.007,5.72,-57.607
0.11,-0.809,-9.874,-17.44,1.536,3.813,69.374,390.705,0.637,4.685,0.027,5.565,-57.565
0.11,-0.809,-9.874,-17.44,1.536,3.813,69.385,390.583,0.637,4.685,0.045,5.411,-57.523
1.417,-0.637,-9.793,-18.783,-0.6,2.897,69.381,390.47,8.219,3.721,0.123,5.26,-59.064
1.417,-0.637,-9.793,-18.783,-0.6,2.897,69.378,390.357,8.219,3.721,0.2,5.111,-59.058
1.417,-0.637,-9.793,-18.783,-0.6,2.897,69.374,390.226,8.219,3.721,0.275,4.941,-59.045
1.03,-0.469,-10.013,-17.196,-2.065,2.653,69.359,390.106,5.864,2.683,0.313,4.775,-59.016
1.03,-0.469,-10.013,-17.196,-2.065,2.653,69.347,390.002,5.864,2.683,0.354,4.632,-58.993
1.03,-0.469,-10.013,-17.196,-2.065,2.653,69.332,389.882,5.864,2.683,0.392,4.469,-58.964
-1.666,-0.651,-9.625,-11.824,-4.446,0.7,69.306,389.811,-9.801,3.871,0.259,4.379,-58.869
-1.666,-0.651,-9.625,-11.824,-4.446,0.7,69.275,389.728,-9.801,3.871,0.121,4.275,-58.767
-1.666,-0.651,-9.625,-11.824,-4.446,0.7,69.243,389.646,-9.801,3.871,-0.015,4.173,-58.666
-2.658,-0.934,-9.151,-6.392,-5.117,-1.131,69.213,389.607,-16.115,5.826,-0.213,4.144,-58.556
-2.658,-0.934,-9.151,-6.392,-5.117,-1.131,69.177,389.562,-16.115,5.826,-0.414,4.108,-58.443
-2.658,-0.934,-9.151,-6.392,-5.117,-1.131,69.141,389.518,-16.115,5.826,-0.614,4.072,-58.33
-2.715,-1.092,-8.955,-5.416,-1.577,0.517,69.13,389.48,-16.751,6.951,-0.788,4.056,-58.237
-2.715,-1.092,-8.955,-5.416,-1.577,0.517,69.119,389.442,-16.751,6.951,-0.961,4.039,-58.146
-2.715,-1.092,-8.955,-5.416,-1.577,0.517,69.108,389.404,-16.751,6.951,-1.132,4.024,-58.055
-2.528,-0.843,-9.429,-7.735,3.245,3.447,69.131,389.35,-14.954,5.108,-1.243,3.97,-57.982
-2.528,-0.843,-9.429,-7.735,3.245,3.447,69.153,389.296,-14.954,5.108,-1.353,3.917,-57.91
-2.528,-0.843,-9.429,-7.735,3.245,3.447,69.173,389.249,-14.954,5.108,-1.466,3.874,-57.84
-1.331,-0.69,-9.678,-12.496,5.686,4.301,69.213,389.162,-7.813,4.076,-1.482,3.772,-59.345
-1.331,-0.69,-9.678,-12.496,5.686,4.301,69.252,389.074,-7.813,4.076,-1.498,3.671,-59.302
-1.331,-0.69,-9.678,-12.496,5.686,4.301,69.292,388.987,-7.813,4.076,-1.514,3.571,-59.26
0.23,-0.747,-9.702,-18.477,7.151,4.362,69.335,388.876,1.353,4.403,-1.435,3.448,-59.26
0.23,-0.747,-9.702,-18.477,7.151,4.362,69.378,388.765,1.353,4.403,-1.356,3.326,-59.26
0.23,-0.747,-9.702,-18.477,7.151,4.362,69.428,388.636,1.353,4.403,-1.269,3.183,-59.258
-0.666,0.268,-11.181,-24.398,7.273,5.095,69.479,388.465,-3.406,-1.374,-1.23,2.934,-59.194
-0.666,0.268,-11.181,-24.398,7.273,5.095,69.53,388.294,-3.406,-1.374,-1.191,2.688,-59.13
-0.666,0.268,-11.181,-24.398,7.273,5.095,69.574,388.148,-3.406,-1.374,-1.162,2.474,-59.072
-0.656,-0.723,-9.783,-26.534,1.963,-0.521,69.587,387.962,-3.826,4.227,-1.172,2.271,-58.995
-0.656,-0.723,-9.783,-26.534,1.963,-0.521,69.599,387.803,-3.826,4.227,-1.185,2.101,-58.928
-0.656,-0.723,-9.783,-26.534,1.963,-0.521,69.613,387.617,-3.826,4.227,-1.195,1.902,-58.851
-0.91,-0.177,-9.635,-33.858,1.109,-0.887,69.62,387.414,-5.394,1.054,-1.229,1.652,-58.742
-0.91,-0.177,-9.635,-33.858,1.109,-0.887,69.627,387.177,-5.394,1.054,-1.261,1.364,-58.619
-0.91,-0.177,-9.635,-33.858,1.109,-0.887,69.634,386.974,-5.394,1.054,-1.295,1.12,-58.51
-0.225,-0.077,-9.63,-38.253,1.536,-0.582,69.645,386.706,-1.339,0.456,-1.282,0.795,-58.396
-0.225,-0.077,-9.63,-38.253,1.536,-0.582,69.655,386.438,-1.339,0.456,-1.27,0.474,-58.281
-0.225,-0.077,-9.63,-38.253,1.536,-0.582,69.666,386.171,-1.339,0.456,-1.258,0.155,-58.166
3.256,0.067,-9.764,-35.751,1.719,-0.032,69.678,385.92,18.443,-0.393,-1.047,-0.147,-61.883
3.256,0.067,-9.764,-35.751,1.719,-0.032,69.69,385.67,18.443,-0.393,-0.838,-0.447,-61.911
3.256,0.067,-9.764,-35.751,1.719,-0.032,69.702,385.42,18.443,-0.393,-0.63,-0.744,-61.94
2.969,0.244,-9.659,-29.647,1.536,0.883,69.713,385.212,17.082,-1.448,-0.441,-0.998,-61.976
2.969,0.244,-9.659,-29.647,1.536,0.883,69.722,385.035,17.082,-1.448,-0.254,-1.213,-62.024
2.969,0.244,-9.659,-29.647,1.536,0.883,69.733,384.827,17.082,-1.448,-0.068,-1.462,-62.061
2.203,0.215,-9.64,-22.323,0.925,1.616,69.739,384.693,12.869,-1.281,0.068,-1.62,-62.098
2.203,0.215,-9.64,-22.323,0.925,1.616,69.745,384.537,12.869,-1.281,0.203,-1.802,-62.126
2.203,0.215,-9.64,-22.323,0.925,1.616,69.752,384.381,12.869,-1.281,0.338,-1.982,-62.155
0.46,0.148,-9.884,-19.759,1.048,1.86,69.758,384.262,2.663,-0.86,0.369,-2.112,-62.129
0.46,0.148,-9.884,-19.759,1.048,1.86,69.765,384.124,2.663,-0.86,0.4,-2.264,-62.094
0.46,0.148,-9.884,-19.759,1.048,1.86,69.772,383.985,2.663,-0.86,0.432,-2.414,-62.06
0.666,0.096,-10.123,-28.365,1.78,1.738,69.785,383.787,3.762,-0.542,0.48,-2.631,-62.013
0.666,0.096,-10.123,-28.365,1.78,1.738,69.796,383.617,3.762,-0.542,0.525,-2.812,-61.977
0.666,0.096,-10.123,-28.365,1.78,1.738,69.808,383.418,3.762,-0.542,0.572,-3.026,-61.929
-2.227,0.45,-9.826,-44.723,2.634,2.165,69.827,383.105,-12.755,-2.623,0.461,-3.393,-61.702
-2.227,0.45,-9.826,-44.723,2.634,2.165,69.842,382.837,-12.755,-2.623,0.348,-3.705,-61.492
-2.227,0.45,-9.826,-44.723,2.634,2.165,69.861,382.524,-12.755,-2.623,0.238,-4.066,-61.261
-2.567,0.771,-9.52,-52.658,2.818,1.982,69.88,382.155,-15.042,-4.63,0.109,-4.509,-60.977
-2.567,0.771,-9.52,-52.658,2.818,1.982,69.9,381.786,-15.042,-4.63,-0.019,-4.948,-60.69
-2.567,0.771,-9.52,-52.658,2.818,1.982,69.917,381.471,-15.042,-4.63,-0.149,-5.32,-60.425
-2.222,0.9,-9.448,-50.338,2.879,1.921,69.937,381.118,-13.176,-5.443,-0.256,-5.74,-60.042
-2.222,0.9,-9.448,-50.338,2.879,1.921,69.957,380.766,-13.176,-5.443,-0.361,-6.156,-59.77
-2.222,0.9,-9.448,-50.338,2.879,1.921,69.978,380.413,-13.176,-5.443,-0.465,-6.567,-59.496
-2.217,0.948,-9.501,-44.662,2.634,2.043,69.996,380.101,-13.073,-5.699,-0.569,-6.93,-59.241
-2.217,0.948,-9.501,-44.662,2.634,2.043,70.014,379.788,-13.073,-5.699,-0.672,-7.289,-58.984
-2.217,0.948,-9.501,-44.662,2.634,2.043,70.03,379.52,-13.073,-5.699,-0.778,-7.592,-58.749
-2.926,1.221,-9.774,-41.183,2.207,2.104,70.043,379.273,-16.544,-7.122,-0.919,-7.881,-58.49
-2.926,1.221,-9.774,-41.183,2.207,2.104,70.059,378.985,-16.544,-7.122,-1.057,-8.215,-58.206
-2.926,1.221,-9.774,-41.183,2.207,2.104,70.074,378.697,-16.544,-7.122,-1.194,-8.547,-57.922
-5.21,1.508,-9.783,-42.77,2.146,1.066,70.087,378.44,-27.759,-8.765,-1.444,-8.854,-57.554
-5.21,1.508,-9.783,-42.77,2.146,1.066,70.102,378.141,-27.759,-8.765,-1.69,-9.209,-57.16
-5.21,1.508,-9.783,-42.77,2.146,1.066,70.117,377.841,-27.759,-8.765,-1.932,-9.56,-56.766
-1.896,1.235,-10.779,-47.958,3.001,1.799,70.138,377.506,-9.914,-6.538,-1.987,-9.929,-56.51
-1.896,1.235,-10.779,-47.958,3.001,1.799,70.159,377.17,-9.914,-6.538,-2.042,-10.294,-56.253
-1.896,1.235,-10.779,-47.958,3.001,1.799,70.18,376.834,-9.914,-6.538,-2.095,-10.655,-55.995
2.208,2.15,-8.471,-34.347,2.146,4.179,70.193,376.628,14.176,-14.242,-1.917,-10.936,-55.976
2.208,2.15,-8.471,-34.347,2.146,4.179,70.208,376.388,14.176,-14.242,-1.739,-11.254,-55.935
2.208,2.15,-8.471,-34.347,2.146,4.179,70.221,376.182,14.176,-14.242,-1.564,-11.529,-55.918
-0.374,1.528,-8.265,1.176,-0.784,4.118,70.216,376.19,-2.544,-10.471,-1.58,-11.509,-57.705
-0.374,1.528,-8.265,1.176,-0.784,4.118,70.21,376.198,-2.544,-10.471,-1.597,-11.488,-57.702
-0.374,1.528,-8.265,1.176,-0.784,4.118,70.205,376.206,-2.544,-10.471,-1.613,-11.468,-57.7
-3.975,1.915,-7.805,29.802,-3.225,5.949,70.185,376.385,-26.314,-13.788,-1.883,-11.279,-57.565
-3.975,1.915,-7.805,29.802,-3.225,5.949,70.163,376.594,-26.314,-13.788,-2.154,-11.056,-57.454
-3.975,1.915,-7.805,29.802,-3.225,5.949,70.14,376.802,-26.314,-13.788,-2.422,-10.836,-57.347
2.476,1.149,-8.61,39.873,-3.042,6.682,70.119,377.081,15.908,-7.603,-2.264,-10.472,-57.713
2.476,1.149,-8.61,39.873,-3.042,6.682,70.101,377.321,15.908,-7.603,-2.104,-10.159,-58.045
2.476,1.149,-8.61,39.873,-3.042,6.682,70.079,377.6,15.908,-7.603,-1.949,-9.802,-58.394
2.279,2.921,-10.736,42.925,0.62,0.883,70.083,377.857,11.578,-15.221,-1.81,-9.55,-58.665
2.279,2.921,-10.736,42.925,0.62,0.883,70.087,378.158,11.578,-15.221,-1.671,-9.25,-58.96
2.279,2.921,-10.736,42.925,0.62,0.883,70.091,378.415,11.578,-15.221,-1.534,-9.004,-59.219
-0.426,2.72,-7.873,1.665,1.536,0.578,70.1,378.425,-2.929,-19.06,-1.537,-9.092,-59.167
-0.426,2.72,-7.873,1.665,1.536,0.578,70.111,378.437,-2.929,-19.06,-1.538,-9.178,-59.118
-0.426,2.72,-7.873,1.665,1.536,0.578,70.12,378.447,-2.929,-19.06,-1.541,-9.265,-59.067
7.743,1.154,-11.847,9.416,0.803,2.592,70.126,378.513,33.045,-5.564,-1.188,-9.15,-59.446
7.743,1.154,-11.847,9.416,0.803,2.592,70.131,378.569,33.045,-5.564,-0.84,-9.047,-59.816
7.743,1.154,-11.847,9.416,0.803,2.592,70.136,378.635,33.045,-5.564,-0.495,-8.934,-60.191
0.771,2.734,-11.718,-20.614,2.512,0.639,70.151,378.512,3.666,-13.135,-0.435,-9.123,-56.344
0.771,2.734,-11.718,-20.614,2.512,0.639,70.169,378.367,3.666,-13.135,-0.373,-9.334,-56.269
0.771,2.734,-11.718,-20.614,2.512,0.639,70.187,378.223,3.666,-13.135,-0.312,-9.544,-56.194
2.993,1.24,-8.462,-22.201,-2.004,-0.276,70.175,378.09,19.288,-8.339,-0.13,-9.69,-56.272
2.993,1.24,-8.462,-22.201,-2.004,-0.276,70.161,377.934,19.288,-8.339,0.047,-9.861,-56.333
2.993,1.24,-8.462,-22.201,-2.004,-0.276,70.147,377.779,19.288,-8.339,0.223,-10.03,-56.394
-7.882,1.221,-8.481,-17.501,-3.652,1.86,70.121,377.656,-42.612,-8.194,-0.236,-10.158,-55.871
-7.882,1.221,-8.481,-17.501,-3.652,1.86,70.095,377.534,-42.612,-8.194,-0.69,-10.283,-55.357
-7.882,1.221,-8.481,-17.501,-3.652,1.86,70.073,377.429,-42.612,-8.194,-1.135,-10.387,-54.869
-3.936,1.571,-9.237,-20.736,-1.577,3.142,70.062,377.284,-22.787,-9.65,-1.365,-10.552,-54.542
-3.936,1.571,-9.237,-20.736,-1.577,3.142,70.051,377.139,-22.787,-9.65,-1.592,-10.716,-54.219
-3.936,1.571,-9.237,-20.736,-1.577,3.142,70.04,376.994,-22.787,-9.65,-1.817,-10.878,-53.897
5.904,1.255,-9.754,-18.05,1.658,2.653,70.052,376.867,30.979,-7.329,-1.475,-10.992,-54.134
5.904,1.255,-9.754,-18.05,1.658,2.653,70.064,376.741,30.979,-7.329,-1.137,-11.106,-54.373
1.7,1.59,-9.606,-29.037,5.015,-0.093,70.094,376.567,9.904,-9.397,-0.991,-11.296,-54.379
1.7,1.59,-9.606,-29.037,5.015,-0.093,70.129,376.363,9.904,-9.397,-0.84,-11.518,-54.367
1.7,1.59,-9.606,-29.037,5.015,-0.093,70.164,376.16,9.904,-9.397,-0.691,-11.738,-54.356
0.508,1.662,-9.754,-34.408,4.221,0.09,70.193,375.919,2.937,-9.667,-0.62,-12.004,-55.861
0.508,1.662,-9.754,-34.408,4.221,0.09,70.219,375.713,2.937,-9.667,-0.554,-12.226,-55.771
0.508,1.662,-9.754,-34.408,4.221,0.09,70.248,375.472,2.937,-9.667,-0.484,-12.486,-55.655
0.508,1.662,-9.754,-34.408,4.221,0.09,70.274,375.266,2.937,-9.667,-0.42,-12.703,-55.564
1.508,1.738,-9.903,-33.126,1.292,0.822,70.281,375.067,8.532,-9.956,-0.321,-12.912,-55.516
1.508,1.738,-9.903,-33.126,1.292,0.822,70.29,374.835,8.532,-9.956,-0.222,-13.158,-55.44
1.508,1.738,-9.903,-33.126,1.292,0.822,70.299,374.603,8.532,-9.956,-0.123,-13.401,-55.363
0.551,2.222,-9.003,-28.67,-0.234,-0.399,70.298,374.431,3.399,-13.864,-0.09,-13.61,-55.242
