accx,accy,accz,gyrX,gyrY,gyrZ,thetaG,phiG,thetaAm,phiAm,thetaC1,phic1,alphac
1.121,-0.249,-9.414,34.485,0.728,0.598,-164.8,718.604,6.785,1.515,-0.058,2.343,-50.495
1.121,-0.249,-9.414,34.485,0.728,0.598,-164.795,718.846,6.785,1.515,0.016,2.609,-50.664
0.057,-0.436,-9.697,39.734,0.85,1.452,-164.789,719.124,0.339,2.573,0.026,2.926,-50.817
0.057,-0.436,-9.697,39.734,0.85,1.452,-164.783,719.402,0.339,2.573,0.036,3.239,-50.967
0.057,-0.436,-9.697,39.734,0.85,1.452,-164.778,719.64,0.339,2.573,0.045,3.504,-51.093
0.493,-0.685,-9.97,38.269,-0.249,1.696,-164.779,719.908,2.826,3.929,0.071,3.813,-51.246
0.493,-0.685,-9.97,38.269,-0.249,1.696,-164.781,720.138,2.826,3.929,0.097,4.075,-51.378
0.493,-0.685,-9.97,38.269,-0.249,1.696,-164.782,720.367,2.826,3.929,0.122,4.335,-51.507
-1.02,-0.919,-9.956,28.992,-1.042,1.94,-164.79,720.57,-5.825,5.276,0.054,4.576,-50.746
-1.02,-0.919,-9.956,28.992,-1.042,1.94,-164.797,720.773,-5.825,5.276,-0.013,4.814,-50.812
-1.02,-0.919,-9.956,28.992,-1.042,1.94,-164.804,720.976,-5.825,5.276,-0.079,5.05,-50.877
-1.748,-0.766,-9.276,20.386,-0.127,1.025,-164.805,721.099,-10.636,4.722,-0.186,5.186,-50.88
-1.748,-0.766,-9.276,20.386,-0.127,1.025,-164.806,721.221,-10.636,4.722,-0.291,5.32,-50.882
-1.748,-0.766,-9.276,20.386,-0.127,1.025,-164.807,721.364,-10.636,4.722,-0.395,5.477,-50.895
-0.881,-0.939,-9.908,16.602,1.582,0.354,-164.796,721.48,-5.06,5.412,-0.43,5.608,-50.933
-0.881,-0.939,-9.908,16.602,1.582,0.354,-164.785,721.596,-5.06,5.412,-0.463,5.739,-50.97
-0.881,-0.939,-9.908,16.602,1.582,0.354,-164.773,721.712,-5.06,5.412,-0.497,5.868,-51.007
-0.704,-0.915,-10.382,5.432,1.521,0.293,-164.764,721.745,-3.864,5.035,-0.52,5.896,-51.007
-0.704,-0.915,-10.382,5.432,1.521,0.293,-164.752,721.788,-3.864,5.035,-0.539,5.937,-51.014
-0.704,-0.915,-10.382,5.432,1.521,0.293,-164.743,721.821,-3.864,5.035,-0.562,5.965,-51.014
-0.68,-1.001,-10.042,-13.489,-0.188,0.17,-164.744,721.726,-3.855,5.692,-0.597,5.855,-50.951
-0.68,-1.001,-10.042,-13.489,-0.188,0.17,-164.746,721.632,-3.855,5.692,-0.631,5.746,-50.889
-0.68,-1.001,-10.042,-13.489,-0.188,0.17,-164.747,721.538,-3.855,5.692,-0.665,5.638,-50.827
-0.646,-0.757,-9.64,-26.124,-0.554,-0.135,-164.75,721.381,-3.825,4.488,-0.7,5.448,-50.73
-0.646,-0.757,-9.64,-26.124,-0.554,-0.135,-164.754,721.198,-3.825,4.488,-0.736,5.23,-50.62
-0.646,-0.757,-9.64,-26.124,-0.554,-0.135,-164.758,721.041,-3.825,4.488,-0.77,5.044,-50.523
-0.536,-0.575,-9.343,-24.781,-0.005,-0.562,-164.758,720.868,-3.279,3.52,-0.795,4.832,-50.418
-0.536,-0.575,-9.343,-24.781,-0.005,-0.562,-164.758,720.694,-3.279,3.52,-0.82,4.621,-50.314
-0.536,-0.575,-9.343,-24.781,-0.005,-0.562,-164.758,720.546,-3.279,3.52,-0.845,4.441,-50.223
0.555,-0.517,-9.414,-15.686,0.667,-0.44,-164.753,720.436,3.372,3.144,-0.797,4.303,-47.889
0.555,-0.517,-9.414,-15.686,0.667,-0.44,-164.748,720.31,3.372,3.144,-0.75,4.148,-47.839
0.555,-0.517,-9.414,-15.686,0.667,-0.44,-164.744,720.216,3.372,3.144,-0.704,4.031,-47.807
1.494,-0.498,-9.151,-2.564,1.094,-0.318,-164.736,720.198,9.259,3.115,-0.596,4.002,-47.849
1.494,-0.498,-9.151,-2.564,1.094,-0.318,-164.729,720.183,9.259,3.115,-0.49,3.975,-47.891
1.125,-0.455,-9.127,15.137,1.765,0.354,-164.715,720.304,7.02,2.853,-0.398,4.102,-48
1.125,-0.455,-9.127,15.137,1.765,0.354,-164.705,720.395,7.02,2.853,-0.312,4.193,-48.089
1.125,-0.455,-9.127,15.137,1.765,0.354,-164.692,720.501,7.02,2.853,-0.225,4.3,-48.185
0.579,-0.651,-9.496,31.983,1.704,1.269,-164.68,720.725,3.484,3.923,-0.174,4.551,-48.33
0.579,-0.651,-9.496,31.983,1.704,1.269,-164.668,720.948,3.484,3.923,-0.124,4.8,-48.472
0.579,-0.651,-9.496,31.983,1.704,1.269,-164.657,721.172,3.484,3.923,-0.074,5.046,-48.612
0.565,-0.804,-9.946,39.978,0.972,1.879,-164.651,721.412,3.241,4.624,-0.034,5.315,-48.755
0.565,-0.804,-9.946,39.978,0.972,1.879,-164.643,721.732,3.241,4.624,0.007,5.672,-48.938
0.565,-0.804,-9.946,39.978,0.972,1.879,-164.637,721.972,3.241,4.624,0.046,5.935,-49.075
-1.446,-1.173,-10.185,35.096,0.239,2.185,-164.636,722.182,-8.029,6.571,-0.033,6.181,-49.143
-1.446,-1.173,-10.185,35.096,0.239,2.185,-164.634,722.463,-8.029,6.571,-0.111,6.504,-49.245
-1.446,-1.173,-10.185,35.096,0.239,2.185,-164.632,722.674,-8.029,6.571,-0.188,6.745,-49.311
-0.733,-1.164,-10.003,22.339,-0.005,1.452,-164.632,722.83,-4.161,6.635,-0.228,6.922,-47.699
-0.733,-1.164,-10.003,22.339,-0.005,1.452,-164.632,722.987,-4.161,6.635,-0.267,7.097,-47.756
-0.733,-1.164,-10.003,22.339,-0.005,1.452,-164.632,723.143,-4.161,6.635,-0.306,7.27,-47.813
-0.876,-1.25,-9.989,6.592,-0.066,0.842,-164.633,723.189,-4.975,7.132,-0.354,7.321,-47.813
-0.876,-1.25,-9.989,6.592,-0.066,0.842,-164.633,723.229,-4.975,7.132,-0.4,7.364,-47.81
-0.876,-1.25,-9.989,6.592,-0.066,0.842,-164.634,723.281,-4.975,7.132,-0.447,7.422,-47.813
-1.298,-1.235,-9.802,-7.996,0.117,0.048,-164.633,723.225,-7.483,7.184,-0.516,7.356,-47.752
-1.298,-1.235,-9.802,-7.996,0.117,0.048,-164.632,723.177,-7.483,7.184,-0.585,7.3,-47.696
-1.298,-1.235,-9.802,-7.996,0.117,0.048,-164.631,723.121,-7.483,7.184,-0.653,7.235,-47.636
-0.436,-0.963,-9.563,-16.297,0.667,-0.745,-164.627,723.007,-2.596,5.748,-0.667,7.09,-47.566
-0.436,-0.963,-9.563,-16.297,0.667,-0.745,-164.622,722.893,-2.596,5.748,-0.681,6.947,-47.496
-0.436,-0.963,-9.563,-16.297,0.667,-0.745,-164.617,722.779,-2.596,5.748,-0.695,6.805,-47.427
0.785,-0.852,-9.505,-12.574,0.605,-0.745,-164.613,722.691,4.704,5.124,-0.636,6.688,-47.403
0.785,-0.852,-9.505,-12.574,0.605,-0.745,-164.609,722.603,4.704,5.124,-0.578,6.572,-47.379
0.785,-0.852,-9.505,-12.574,0.605,-0.745,-164.605,722.515,4.704,5.124,-0.52,6.457,-47.355
1.063,-0.872,-9.587,-4.395,0.117,-0.196,-164.604,722.484,6.302,5.194,-0.451,6.41,-47.367
1.063,-0.872,-9.587,-4.395,0.117,-0.196,-164.603,722.454,6.302,5.194,-0.383,6.362,-47.379
1.063,-0.872,-9.587,-4.395,0.117,-0.196,-164.602,722.423,6.302,5.194,-0.315,6.316,-47.39
0.867,-0.919,-9.826,-0.183,-0.493,0.537,-164.606,722.422,5.019,5.345,-0.265,6.305,-48.991
0.867,-0.919,-9.826,-0.183,-0.493,0.537,-164.609,722.421,5.019,5.345,-0.216,6.294,-49.011
0.867,-0.919,-9.826,-0.183,-0.493,0.537,-164.612,722.419,5.019,5.345,-0.168,6.283,-49.03
-0.56,-0.977,-9.802,-2.014,-1.226,1.025,-164.621,722.405,-3.255,5.691,-0.208,6.261,-49
-0.56,-0.977,-9.802,-2.014,-1.226,1.025,-164.629,722.391,-3.255,5.691,-0.248,6.239,-48.971
-0.623,-0.948,-9.74,-5.677,-1.409,0.842,-164.638,722.357,-3.64,5.56,-0.292,6.194,-48.931
-0.623,-0.948,-9.74,-5.677,-1.409,0.842,-164.648,722.317,-3.64,5.56,-0.337,6.142,-48.887
-0.623,-0.948,-9.74,-5.677,-1.409,0.842,-164.657,722.278,-3.64,5.56,-0.381,6.091,-48.843
-0.608,-0.929,-9.793,-10.315,-1.104,0.476,-164.665,722.205,-3.538,5.419,-0.421,6.002,-48.785
-0.608,-0.929,-9.793,-10.315,-1.104,0.476,-164.672,722.143,-3.538,5.419,-0.46,5.926,-48.733
-0.608,-0.929,-9.793,-10.315,-1.104,0.476,-164.678,722.082,-3.538,5.419,-0.498,5.85,-48.682
-0.57,-0.915,-10.229,-19.349,-0.615,0.17,-164.683,721.946,-3.176,5.11,-0.53,5.689,-48.595
-0.57,-0.915,-10.229,-19.349,-0.615,0.17,-164.687,721.811,-3.176,5.11,-0.561,5.529,-48.509
-0.57,-0.915,-10.229,-19.349,-0.615,0.17,-164.691,721.675,-3.176,5.11,-0.592,5.37,-48.424
-0.761,-0.953,-10.339,-38.636,-0.554,-0.013,-164.695,721.443,-4.194,5.266,-0.632,5.105,-48.286
-0.761,-0.953,-10.339,-38.636,-0.554,-0.013,-164.699,721.173,-4.194,5.266,-0.672,4.799,-48.127
-0.761,-0.953,-10.339,-38.636,-0.554,-0.013,-164.702,720.903,-4.194,5.266,-0.712,4.496,-47.968
-1.13,-0.68,-9.922,-59.693,-0.31,-0.074,-164.705,720.485,-6.483,3.921,-0.772,4.014,-49.433
-1.13,-0.68,-9.922,-59.693,-0.31,-0.074,-164.706,720.127,-6.483,3.921,-0.831,3.605,-49.203
-1.13,-0.68,-9.922,-59.693,-0.31,-0.074,-164.709,719.709,-6.483,3.921,-0.89,3.133,-48.938
-1.59,-0.263,-9.237,-65.492,0.422,-0.623,-164.706,719.25,-9.762,1.633,-0.976,2.596,-48.621
-1.59,-0.263,-9.237,-65.492,0.422,-0.623,-164.703,718.792,-9.762,1.633,-1.06,2.064,-48.301
-1.59,-0.263,-9.237,-65.492,0.422,-0.623,-164.7,718.333,-9.762,1.633,-1.144,1.538,-47.978
-0.498,0.115,-9.046,-51.881,0.911,-1.05,-164.694,718.022,-3.151,-0.728,-1.158,1.161,-47.77
-0.498,0.115,-9.046,-51.881,0.911,-1.05,-164.689,717.711,-3.151,-0.728,-1.171,0.788,-47.56
-0.498,0.115,-9.046,-51.881,0.911,-1.05,-164.682,717.348,-3.151,-0.728,-1.184,0.359,-47.318
1.882,0.211,-9.51,-31.434,1.033,-0.806,-164.676,717.159,11.191,-1.269,-1.053,0.128,-47.266
1.882,0.211,-9.51,-31.434,1.033,-0.806,-164.669,716.939,11.191,-1.269,-0.922,-0.136,-47.195
1.882,0.211,-9.51,-31.434,1.033,-0.806,-164.663,716.75,11.191,-1.269,-0.794,-0.362,-47.144
2.332,0.172,-9.357,-16.968,0.605,-0.013,-164.659,716.632,13.993,-1.055,-0.642,-0.505,-47.154
2.332,0.172,-9.357,-16.968,0.605,-0.013,-164.654,716.513,13.993,-1.055,-0.49,-0.645,-47.165
2.332,0.172,-9.357,-16.968,0.605,-0.013,-164.65,716.394,13.993,-1.055,-0.341,-0.785,-47.177
0.694,0.153,-9.376,-4.456,0.3,0.537,-164.648,716.363,4.235,-0.936,-0.293,-0.822,-47.185
0.694,0.153,-9.376,-4.456,0.3,0.537,-164.646,716.332,4.235,-0.936,-0.245,-0.858,-47.193
0.694,0.153,-9.376,-4.456,0.3,0.537,-164.644,716.301,4.235,-0.936,-0.198,-0.895,-47.201
-0.043,0.139,-9.467,8.545,0.239,0.537,-164.642,716.36,-0.261,-0.84,-0.196,-0.826,-47.241
-0.043,0.139,-9.467,8.545,0.239,0.537,-164.64,716.42,-0.261,-0.84,-0.195,-0.758,-47.28
-0.043,0.139,-9.467,8.545,0.239,0.537,-164.639,716.48,-0.261,-0.84,-0.194,-0.691,-47.319
-0.397,0.053,-9.606,18.372,0.056,0.598,-164.638,716.609,-2.369,-0.314,-0.215,-0.541,-48.616
-0.397,0.053,-9.606,18.372,0.056,0.598,-164.638,716.719,-2.369,-0.314,-0.236,-0.413,-48.672
-0.397,0.053,-9.606,18.372,0.056,0.598,-164.638,716.847,-2.369,-0.314,-0.257,-0.265,-48.739
-0.469,-0.062,-9.496,22.766,0.178,0.659,-164.636,717.007,-2.829,0.376,-0.282,-0.078,-48.825
-0.469,-0.062,-9.496,22.766,0.178,0.659,-164.635,717.166,-2.829,0.376,-0.306,0.108,-48.91
-0.469,-0.062,-9.496,22.766,0.178,0.659,-164.634,717.303,-2.829,0.376,-0.33,0.267,-48.979
-0.474,-0.11,-9.419,27.283,0.605,0.72,-164.63,717.494,-2.881,0.67,-0.35,0.488,-49.083
-0.474,-0.11,-9.419,27.283,0.605,0.72,-164.626,717.685,-2.881,0.67,-0.371,0.707,-49.186
-0.474,-0.11,-9.419,27.283,0.605,0.72,-164.621,717.876,-2.881,0.67,-0.391,0.924,-49.286
-0.335,-0.263,-9.453,33.997,0.85,0.659,-164.615,718.114,-2.03,1.596,-0.401,1.202,-49.423
-0.335,-0.263,-9.453,33.997,0.85,0.659,-164.609,718.352,-2.03,1.596,-0.41,1.477,-49.558
-0.335,-0.263,-9.453,33.997,0.85,0.659,-164.604,718.556,-2.03,1.596,-0.421,1.71,-49.669
-0.091,-0.393,-9.616,40.589,1.094,0.598,-164.597,718.84,-0.542,2.338,-0.413,2.04,-49.838
-0.091,-0.393,-9.616,40.589,1.094,0.598,-164.589,719.124,-0.542,2.338,-0.406,2.367,-50.003
0.795,-0.57,-9.86,43.763,0.789,0.903,-164.583,719.43,4.602,3.308,-0.349,2.725,-50.21
0.795,-0.57,-9.86,43.763,0.789,0.903,-164.578,719.737,4.602,3.308,-0.294,3.079,-50.411
0.795,-0.57,-9.86,43.763,0.789,0.903,-164.572,720.043,4.602,3.308,-0.238,3.43,-50.608
0.718,-0.699,-10.027,42.664,-0.005,1.33,-164.572,720.341,4.087,3.988,-0.195,3.776,-49.973
0.718,-0.699,-10.027,42.664,-0.005,1.33,-164.572,720.64,4.087,3.988,-0.152,4.118,-50.157
0.718,-0.699,-10.027,42.664,-0.005,1.33,-164.572,720.896,4.087,3.988,-0.11,4.408,-50.315
-0.268,-0.915,-10.233,36.621,-0.859,1.696,-164.578,721.116,-1.495,5.107,-0.13,4.665,-50.422
-0.268,-0.915,-10.233,36.621,-0.859,1.696,-164.585,721.409,-1.495,5.107,-0.151,5.003,-50.563
-0.268,-0.915,-10.233,36.621,-0.859,1.696,-164.591,721.665,-1.495,5.107,-0.171,5.296,-50.683
-1.777,-1.144,-10.219,21.851,-0.981,1.452,-164.597,721.818,-9.802,6.39,-0.276,5.481,-50.709
-1.777,-1.144,-10.219,21.851,-0.981,1.452,-164.603,721.949,-9.802,6.39,-0.378,5.64,-50.725
-1.777,-1.144,-10.219,21.851,-0.981,1.452,-164.61,722.102,-9.802,6.39,-0.48,5.821,-50.751
-1.556,-1.03,-10.411,-3.357,-0.615,0.537,-164.614,722.082,-8.462,5.648,-0.564,5.797,-50.695
-1.556,-1.03,-10.411,-3.357,-0.615,0.537,-164.618,722.059,-8.462,5.648,-0.647,5.768,-50.639
-1.556,-1.03,-10.411,-3.357,-0.615,0.537,-164.622,722.035,-8.462,5.648,-0.731,5.741,-50.583
-0.685,-0.986,-10.588,-31.068,-1.531,-0.196,-164.633,721.818,-3.685,5.323,-0.772,5.489,-50.448
-0.685,-0.986,-10.588,-31.068,-1.531,-0.196,-164.644,721.6,-3.685,5.323,-0.814,5.239,-50.314
-0.685,-0.986,-10.588,-31.068,-1.531,-0.196,-164.653,721.414,-3.685,5.323,-0.853,5.028,-50.197
-0.939,-0.848,-9.913,-56.581,-2.019,-0.44,-164.667,721.018,-5.389,4.887,-0.914,4.576,-49.955
-0.939,-0.848,-9.913,-56.581,-2.019,-0.44,-164.681,720.622,-5.389,4.887,-0.975,4.128,-49.712
-0.939,-0.848,-9.913,-56.581,-2.019,-0.44,-164.695,720.226,-5.389,4.887,-1.035,3.685,-49.467
-1.513,-0.603,-10.516,-68.971,-2.019,-0.745,-164.71,719.743,-8.175,3.284,-1.123,3.131,-49.058
-1.513,-0.603,-10.516,-68.971,-2.019,-0.745,-164.724,719.26,-8.175,3.284,-1.209,2.583,-48.743
-1.513,-0.603,-10.516,-68.971,-2.019,-0.745,-164.738,718.777,-8.175,3.284,-1.295,2.04,-48.426
-1.484,0.062,-10.075,-87.221,-2.629,-0.562,-164.756,718.167,-8.381,-0.354,-1.387,1.321,-48.008
-1.484,0.062,-10.075,-87.221,-2.629,-0.562,-164.775,717.556,-8.381,-0.354,-1.478,0.609,-47.584
-1.484,0.062,-10.075,-87.221,-2.629,-0.562,-164.793,716.946,-8.381,-0.354,-1.568,-0.095,-47.153
0.704,1.935,-9.716,-100.466,-1.287,1.757,-164.802,716.242,4.064,-11.261,-1.522,-1.008,-46.672
0.704,1.935,-9.716,-100.466,-1.287,1.757,-164.81,715.64,4.064,-11.261,-1.475,-1.797,-46.248
0.704,1.935,-9.716,-100.466,-1.287,1.757,-164.819,714.936,4.064,-11.261,-1.43,-2.692,-45.748
0.12,-2.476,-7.331,-101.503,1.887,4.077,-164.806,714.226,0.886,18.659,-1.391,-3.287,-45.411
0.12,-2.476,-7.331,-101.503,1.887,4.077,-164.792,713.515,0.886,18.659,-1.354,-3.877,-45.071
0.12,-2.476,-7.331,-101.503,1.887,4.077,-164.781,712.906,0.886,18.659,-1.318,-4.345,-44.799
0.177,2.528,-6.56,-47.364,1.521,2.368,-164.77,712.575,1.444,-21.077,-1.279,-4.89,-44.475
0.177,2.528,-6.56,-47.364,1.521,2.368,-164.761,712.291,1.444,-21.077,-1.241,-5.375,-44.184
0.177,2.528,-6.56,-47.364,1.521,2.368,-164.751,711.959,1.444,-21.077,-1.202,-5.909,-43.855
1.686,0.747,-8.179,24.536,-1.714,1.94,-164.763,712.131,11.598,-5.219,-1.088,-5.707,-44.06
1.686,0.747,-8.179,24.536,-1.714,1.94,-164.775,712.302,11.598,-5.219,-0.974,-5.507,-44.262
1.686,0.747,-8.179,24.536,-1.714,1.94,-164.787,712.474,11.598,-5.219,-0.862,-5.308,-44.461
5.488,-0.924,-8.955,40.101,2.62,-4.285,-164.771,712.715,31.366,5.893,-0.522,-4.922,-48.655
5.488,-0.924,-8.955,40.101,2.62,-4.285,-164.755,712.955,31.366,5.893,-0.185,-4.54,-49.143
5.488,-0.924,-8.955,40.101,2.62,-4.285,-164.737,713.236,31.366,5.893,0.151,-4.116,-49.652
5.124,1.188,-9.151,45.289,3.474,0.72,-164.712,713.553,29.042,-7.394,0.468,-3.788,-50.084
5.124,1.188,-9.151,45.289,3.474,0.72,-164.692,713.825,29.042,-7.394,0.777,-3.515,-50.476
5.124,1.188,-9.151,45.289,3.474,0.72,-164.667,714.142,29.042,-7.394,1.087,-3.193,-50.895
-1.499,-0.244,-11.225,63.477,1.338,2.185,-164.658,714.586,-7.604,1.246,1.011,-2.642,-51.156
-1.499,-0.244,-11.225,63.477,1.338,2.185,-164.65,714.967,-7.604,1.246,0.934,-2.17,-51.367
-1.499,-0.244,-11.225,63.477,1.338,2.185,-164.641,715.411,-7.604,1.246,0.859,-1.63,-51.613
-7.839,0.029,-9.845,37.415,1.216,0.964,-164.632,715.673,-38.527,-0.167,0.475,-1.317,-51.513
-7.839,0.029,-9.845,37.415,1.216,0.964,-164.625,715.898,-38.527,-0.167,0.094,-1.05,-51.395
-4.473,-0.096,-9.654,20.203,2.009,0.048,-164.613,716.019,-24.857,0.568,-0.142,-0.896,-51.318
-4.473,-0.096,-9.654,20.203,2.009,0.048,-164.601,716.14,-24.857,0.568,-0.376,-0.743,-51.244
-4.473,-0.096,-9.654,20.203,2.009,0.048,-164.587,716.282,-24.857,0.568,-0.604,-0.569,-51.186
2.054,0.484,-9.036,25.208,2.742,-0.867,-164.567,716.458,12.79,-3.064,-0.449,-0.393,-51.385
2.054,0.484,-9.036,25.208,2.742,-0.867,-164.548,716.635,12.79,-3.064,-0.294,-0.219,-51.582
2.054,0.484,-9.036,25.208,2.742,-0.867,-164.529,716.811,12.79,-3.064,-0.142,-0.046,-51.776
2.485,-0.527,-10.272,44.312,1.094,0.17,-164.521,717.121,13.585,2.936,0.004,0.337,-52.074
2.485,-0.527,-10.272,44.312,1.094,0.17,-164.514,717.431,13.585,2.936,0.149,0.716,-52.365
2.485,-0.527,-10.272,44.312,1.094,0.17,-164.506,717.742,13.585,2.936,0.292,1.091,-52.649
-0.383,-0.551,-10.387,29.785,0.544,1.086,-164.503,717.92,-2.109,3.035,0.272,1.314,-49.656
-0.383,-0.551,-10.387,29.785,0.544,1.086,-164.499,718.099,-2.109,3.035,0.251,1.535,-49.756
-0.383,-0.551,-10.387,29.785,0.544,1.086,-164.496,718.307,-2.109,3.035,0.232,1.787,-49.873
0.728,-0.388,-10.147,8.057,0.422,1.025,-164.493,718.356,4.1,2.189,0.274,1.846,-49.927
0.728,-0.388,-10.147,8.057,0.422,1.025,-164.49,718.412,4.1,2.189,0.315,1.914,-49.986
0.728,-0.388,-10.147,8.057,0.422,1.025,-164.488,718.461,4.1,2.189,0.356,1.971,-50.04
-0.024,-0.321,-10.013,-4.029,-0.493,0.842,-164.491,718.432,-0.137,1.835,0.347,1.938,-50.018
-0.024,-0.321,-10.013,-4.029,-0.493,0.842,-164.495,718.404,-0.137,1.835,0.338,1.905,-49.996
-0.024,-0.321,-10.013,-4.029,-0.493,0.842,-164.498,718.376,-0.137,1.835,0.33,1.872,-49.974
-2.064,-0.345,-9.75,-8.911,-1.47,0.72,-164.507,718.323,-11.945,2.025,0.197,1.813,-49.864
-2.064,-0.345,-9.75,-8.911,-1.47,0.72,-164.517,718.26,-11.945,2.025,0.064,1.744,-49.749
-2.064,-0.345,-9.75,-8.911,-1.47,0.72,-164.527,718.198,-11.945,2.025,-0.068,1.676,-49.636
-0.599,-0.34,-9.515,-11.048,-1.348,0.476,-164.537,718.12,-3.597,2.046,-0.114,1.591,-49.565
-0.599,-0.34,-9.515,-11.048,-1.348,0.476,-164.546,718.043,-3.597,2.046,-0.16,1.508,-49.495
-0.599,-0.34,-9.515,-11.048,-1.348,0.476,-164.556,717.966,-3.597,2.046,-0.205,1.425,-49.425
-0.431,-0.268,-9.309,-11.963,0.789,0.231,-164.55,717.882,-2.65,1.65,-0.223,1.332,-49.366
-0.431,-0.268,-9.309,-11.963,0.789,0.231,-164.545,717.798,-2.65,1.65,-0.241,1.24,-49.307
-0.431,-0.268,-9.309,-11.963,0.789,0.231,-164.539,717.715,-2.65,1.65,-0.259,1.149,-49.249
-0.148,-0.316,-10.109,-11.841,3.535,-0.013,-164.514,717.632,-0.841,1.791,-0.236,1.061,-49.149
-0.148,-0.316,-10.109,-11.841,3.535,-0.013,-164.493,717.561,-0.841,1.791,-0.218,0.987,-49.123
-0.148,-0.316,-10.109,-11.841,3.535,-0.013,-164.465,717.466,-0.841,1.791,-0.192,0.887,-49.088
0.35,-0.148,-10.315,-20.691,3.047,-0.196,-164.444,717.321,1.941,0.825,-0.147,0.722,-49.032
0.35,-0.148,-10.315,-20.691,3.047,-0.196,-164.422,717.176,1.941,0.825,-0.101,0.558,-48.976
0.35,-0.148,-10.315,-20.691,3.047,-0.196,-164.404,717.052,1.941,0.825,-0.06,0.419,-48.93
-0.057,-0.057,-9.999,-31.006,0.789,-0.013,-164.398,716.835,-0.329,0.329,-0.057,0.171,-48.806
-0.057,-0.057,-9.999,-31.006,0.789,-0.013,-164.393,716.618,-0.329,0.329,-0.053,-0.074,-48.683
-0.057,-0.057,-9.999,-31.006,0.789,-0.013,-164.388,716.432,-0.329,0.329,-0.05,-0.282,-48.578
-0.062,0.201,-9.376,-32.471,-1.165,0.17,-164.397,716.172,-0.38,-1.229,-0.064,-0.587,-48.411
-0.062,0.201,-9.376,-32.471,-1.165,0.17,-164.404,715.977,-0.38,-1.229,-0.075,-0.816,-48.284
-0.062,0.201,-9.376,-32.471,-1.165,0.17,-164.413,715.75,-0.38,-1.229,-0.088,-1.078,-48.138
1.02,0.297,-8.869,-17.212,-1.714,0.476,-164.425,715.63,6.557,-1.917,-0.035,-1.224,-48.091
1.02,0.297,-8.869,-17.212,-1.714,0.476,-164.437,715.509,6.557,-1.917,0.017,-1.368,-48.045
1.02,0.297,-8.869,-17.212,-1.714,0.476,-164.449,715.389,6.557,-1.917,0.069,-1.511,-47.999
0.613,0.129,-9.065,6.836,-0.371,0.598,-164.451,715.436,3.868,-0.817,0.104,-1.449,-48.053
0.613,0.129,-9.065,6.836,-0.371,0.598,-164.454,715.484,3.868,-0.817,0.139,-1.389,-48.107
-0.891,0.043,-9.654,21.79,1.704,0.476,-164.442,715.637,-5.271,-0.256,0.098,-1.204,-48.369
-0.891,0.043,-9.654,21.79,1.704,0.476,-164.43,715.789,-5.271,-0.256,0.058,-1.02,-48.447
-0.891,0.043,-9.654,21.79,1.704,0.476,-164.42,715.92,-5.271,-0.256,0.016,-0.864,-48.508
-0.809,-0.077,-10.023,22.278,1.887,0.231,-164.406,716.076,-4.616,0.438,-0.015,-0.673,-48.594
-0.809,-0.077,-10.023,22.278,1.887,0.231,-164.395,716.21,-4.616,0.438,-0.048,-0.51,-48.663
-0.809,-0.077,-10.023,22.278,1.887,0.231,-164.382,716.366,-4.616,0.438,-0.079,-0.323,-48.747
-0.067,-0.101,-9.74,16.663,0.972,0.231,-164.375,716.482,-0.394,0.592,-0.074,-0.181,-48.827
-0.067,-0.101,-9.74,16.663,0.972,0.231,-164.368,716.599,-0.394,0.592,-0.069,-0.041,-48.906
-0.067,-0.101,-9.74,16.663,0.972,0.231,-164.361,716.716,-0.394,0.592,-0.065,0.098,-48.984
1.494,-0.144,-9.64,16.174,0.483,0.293,-164.358,716.829,8.809,0.854,0.028,0.235,-49.114
1.494,-0.144,-9.64,16.174,0.483,0.293,-164.355,716.942,8.809,0.854,0.119,0.37,-49.243
1.494,-0.144,-9.64,16.174,0.483,0.293,-164.351,717.055,8.809,0.854,0.21,0.504,-49.37
1.077,-0.139,-9.85,18.128,0.422,0.293,-164.349,717.164,6.242,0.808,0.273,0.631,-49.475
1.077,-0.139,-9.85,18.128,0.422,0.293,-164.346,717.291,6.242,0.808,0.336,0.777,-49.591
1.077,-0.139,-9.85,18.128,0.422,0.293,-164.343,717.4,6.242,0.808,0.398,0.901,-49.693
0.273,-0.402,-9.831,14.221,0.422,0.354,-164.34,717.499,1.589,2.343,0.414,1.029,-49.769
0.273,-0.402,-9.831,14.221,0.422,0.354,-164.338,717.585,1.589,2.343,0.428,1.139,-49.834
0.273,-0.402,-9.831,14.221,0.422,0.354,-164.335,717.684,1.589,2.343,0.443,1.264,-49.907
-1.461,-0.345,-9.754,3.357,0.911,0.903,-164.329,717.704,-8.51,2.024,0.36,1.295,-49.745
-1.461,-0.345,-9.754,3.357,0.911,0.903,-164.323,717.728,-8.51,2.024,0.278,1.329,-49.713
-1.461,-0.345,-9.754,3.357,0.911,0.903,-164.318,717.748,-8.51,2.024,0.197,1.359,-49.678
-2.797,-0.192,-9.462,-2.686,1.582,0.659,-164.306,717.729,-16.462,1.16,0.043,1.336,-49.573
-2.797,-0.192,-9.462,-2.686,1.582,0.659,-164.295,717.71,-16.462,1.16,-0.11,1.312,-49.468
-2.797,-0.192,-9.462,-2.686,1.582,0.659,-164.284,717.691,-16.462,1.16,-0.261,1.289,-49.365
