accx,accy,accz,gyrX,gyrY,gyrZ,thetaG,phiG,thetaAm,phiAm,thetaC1,phic1,alphac,speed
-0.062,-0.474,-9.807,-23.793,8.065,5.884,-39.648,1211.15,-0.363,2.768,-1.569,4.378,-64.204,-709.912
-0.062,-0.474,-9.807,-23.793,8.065,5.884,-39.591,1210.98,-0.363,2.768,-1.492,4.173,-64.175,-709.914
0.014,-0.335,-9.826,-18.544,5.562,4.175,-39.552,1210.85,0.084,1.954,-1.432,4.003,-64.148,-709.913
0.014,-0.335,-9.826,-18.544,5.562,4.175,-39.513,1210.72,0.084,1.954,-1.373,3.834,-64.121,-709.913
0.014,-0.335,-9.826,-18.544,5.562,4.175,-39.474,1210.59,0.084,1.954,-1.314,3.668,-64.095,-709.913
-0.043,-0.441,-9.759,-12.379,2.694,2.161,-39.455,1210.51,-0.253,2.585,-1.282,3.558,-64.07,-709.914
-0.043,-0.441,-9.759,-12.379,2.694,2.161,-39.437,1210.42,-0.253,2.585,-1.25,3.45,-64.046,-709.915
-0.211,-0.56,-9.654,-8.534,1.229,1.246,-39.427,1210.35,-1.248,3.321,-1.239,3.371,-64.016,-709.921
-0.211,-0.56,-9.654,-8.534,1.229,1.246,-39.418,1210.29,-1.248,3.321,-1.229,3.302,-63.99,-709.926
-0.211,-0.56,-9.654,-8.534,1.229,1.246,-39.411,1210.24,-1.248,3.321,-1.221,3.244,-63.967,-709.931
-0.345,-0.589,-9.635,-8.168,1.778,1.49,-39.398,1210.18,-2.046,3.498,-1.215,3.182,-66.889,-709.939
-0.345,-0.589,-9.635,-8.168,1.778,1.49,-39.386,1210.13,-2.046,3.498,-1.209,3.12,-66.867,-709.948
-0.345,-0.589,-9.635,-8.168,1.778,1.49,-39.373,1210.07,-2.046,3.498,-1.203,3.059,-66.846,-709.957
-0.488,-0.728,-9.616,-11.769,3.853,2.222,-39.346,1209.99,-2.9,4.329,-1.189,2.977,-66.823,-709.969
-0.488,-0.728,-9.616,-11.769,3.853,2.222,-39.319,1209.91,-2.9,4.329,-1.176,2.897,-66.801,-709.981
-0.488,-0.728,-9.616,-11.769,3.853,2.222,-39.292,1209.82,-2.9,4.329,-1.162,2.818,-66.779,-709.994
-0.354,-0.56,-9.807,-20.375,6.844,3.992,-39.245,1209.68,-2.066,3.27,-1.117,2.66,-66.754,-710.003
-0.354,-0.56,-9.807,-20.375,6.844,3.992,-39.197,1209.54,-2.066,3.27,-1.072,2.504,-66.728,-710.012
-0.354,-0.56,-9.807,-20.375,6.844,3.992,-39.142,1209.38,-2.066,3.27,-1.019,2.326,-66.701,-710.022
0.091,0.426,-11.809,-31.117,8.919,5.579,-39.079,1209.16,0.441,-2.067,-0.934,2.034,-66.655,-710.019
0.091,0.426,-11.809,-31.117,8.919,5.579,-39.017,1208.94,0.441,-2.067,-0.849,1.745,-66.609,-710.017
-0.283,0.153,-10.559,-37.038,4.83,1.307,-38.983,1208.68,-1.533,-0.831,-0.817,1.424,-66.493,-710.024
-0.283,0.153,-10.559,-37.038,4.83,1.307,-38.954,1208.46,-1.533,-0.831,-0.791,1.148,-66.39,-710.03
-0.283,0.153,-10.559,-37.038,4.83,1.307,-38.916,1208.16,-1.533,-0.831,-0.755,0.791,-66.259,-710.038
0.187,-0.187,-9.922,-46.254,3.731,0.086,-38.893,1207.88,1.078,1.078,-0.711,0.478,-66.154,-710.034
0.187,-0.187,-9.922,-46.254,3.731,0.086,-38.871,1207.61,1.078,1.078,-0.668,0.168,-66.049,-710.03
0.187,-0.187,-9.922,-46.254,3.731,0.086,-38.845,1207.28,1.078,1.078,-0.62,-0.191,-65.921,-710.026
-0.11,0.129,-9.96,-53.884,3.792,0.208,-38.818,1206.91,-0.633,-0.744,-0.59,-0.626,-66.432,-710.029
-0.11,0.129,-9.96,-53.884,3.792,0.208,-38.792,1206.53,-0.633,-0.744,-0.561,-1.057,-66.239,-710.031
-0.11,0.129,-9.96,-53.884,3.792,0.208,-38.765,1206.15,-0.633,-0.744,-0.531,-1.483,-66.043,-710.034
0.125,0.359,-9.893,-59.926,3.304,0.574,-38.739,1205.67,0.721,-2.079,-0.488,-2.035,-65.788,-710.031
0.125,0.359,-9.893,-59.926,3.304,0.574,-38.716,1205.25,0.721,-2.079,-0.45,-2.513,-65.564,-710.027
0.125,0.359,-9.893,-59.926,3.304,0.574,-38.692,1204.83,0.721,-2.079,-0.412,-2.986,-65.335,-710.024
-0.01,0.46,-9.64,-61.269,1.656,0.452,-38.682,1204.47,-0.057,-2.73,-0.397,-3.402,-65.106,-710.025
-0.01,0.46,-9.64,-61.269,1.656,0.452,-38.671,1204.04,-0.057,-2.73,-0.381,-3.884,-64.832,-710.025
-0.01,0.46,-9.64,-61.269,1.656,0.452,-38.659,1203.61,-0.057,-2.73,-0.364,-4.361,-64.555,-710.025
-0.086,0.804,-9.438,-55.593,-0.114,0.452,-38.66,1203.22,-0.521,-4.872,-0.367,-4.809,-64.262,-710.027
-0.086,0.804,-9.438,-55.593,-0.114,0.452,-38.661,1202.83,-0.521,-4.872,-0.369,-5.252,-63.966,-710.029
-0.101,1.073,-9.357,-44.057,-1.335,0.818,-38.67,1202.52,-0.612,-6.54,-0.382,-5.616,-63.701,-710.032
-0.101,1.073,-9.357,-44.057,-1.335,0.818,-38.681,1202.17,-0.612,-6.54,-0.397,-6.027,-63.397,-710.035
-0.101,1.073,-9.357,-44.057,-1.335,0.818,-38.689,1201.9,-0.612,-6.54,-0.408,-6.333,-63.165,-710.037
-0.043,1.173,-9.357,-29.164,-2.372,1.001,-38.703,1201.73,-0.262,-7.147,-0.423,-6.54,-62.995,-710.038
-0.043,1.173,-9.357,-29.164,-2.372,1.001,-38.72,1201.53,-0.262,-7.147,-0.44,-6.779,-62.796,-710.039
-0.043,1.173,-9.357,-29.164,-2.372,1.001,-38.736,1201.32,-0.262,-7.147,-0.457,-7.015,-62.597,-710.04
-0.12,1.135,-9.386,-15.919,-2.738,0.818,-38.758,1201.19,-0.725,-6.895,-0.485,-7.159,-65.604,-710.044
-0.12,1.135,-9.386,-15.919,-2.738,0.818,-38.777,1201.08,-0.725,-6.895,-0.509,-7.283,-65.479,-710.047
-0.12,1.135,-9.386,-15.919,-2.738,0.818,-38.797,1200.97,-0.725,-6.895,-0.533,-7.406,-65.354,-710.05
-0.067,1.073,-9.793,-7.618,-2.861,0.696,-38.814,1200.93,-0.39,-6.251,-0.551,-7.446,-65.297,-710.051
-0.067,1.073,-9.793,-7.618,-2.861,0.696,-38.834,1200.87,-0.39,-6.251,-0.572,-7.495,-65.229,-710.053
-0.067,1.073,-9.793,-7.618,-2.861,0.696,-38.854,1200.82,-0.39,-6.251,-0.593,-7.543,-65.162,-710.054
-0.479,1.255,-8.864,-4.017,-2.677,1.246,-38.873,1200.79,-3.062,-8.056,-0.639,-7.581,-65.063,-710.067
-0.479,1.255,-8.864,-4.017,-2.677,1.246,-38.891,1200.76,-3.062,-8.056,-0.685,-7.617,-64.966,-710.079
-0.479,1.255,-8.864,-4.017,-2.677,1.246,-38.91,1200.73,-3.062,-8.056,-0.73,-7.654,-64.869,-710.091
-0.464,1.116,-9.079,8.678,0.68,0.269,-38.905,1200.8,-2.907,-7.006,-0.746,-7.578,-64.9,-710.102
-0.464,1.116,-9.079,8.678,0.68,0.269,-38.901,1200.86,-2.907,-7.006,-0.762,-7.503,-64.93,-710.114
-0.464,1.116,-9.079,8.678,0.68,0.269,-38.896,1200.92,-2.907,-7.006,-0.778,-7.429,-64.959,-710.126
0.263,0.991,-9.975,16.247,2.694,-0.097,-38.88,1201.02,1.505,-5.675,-0.737,-7.301,-65.116,-710.12
0.263,0.991,-9.975,16.247,2.694,-0.097,-38.863,1201.11,1.505,-5.675,-0.696,-7.173,-65.27,-710.114
0.034,0.972,-10.008,8.922,1.961,0.025,-38.848,1201.18,0.191,-5.548,-0.67,-7.076,-65.38,-710.113
0.034,0.972,-10.008,8.922,1.961,0.025,-38.834,1201.25,0.191,-5.548,-0.645,-6.989,-65.478,-710.113
0.034,0.972,-10.008,8.922,1.961,0.025,-38.82,1201.31,0.191,-5.548,-0.621,-6.904,-65.574,-710.112
-0.034,1.015,-9.711,2.819,0.741,0.147,-38.815,1201.33,-0.197,-5.968,-0.611,-6.872,-64.545,-710.113
-0.034,1.015,-9.711,2.819,0.741,0.147,-38.81,1201.35,-0.197,-5.968,-0.601,-6.841,-64.583,-710.113
-0.034,1.015,-9.711,2.819,0.741,0.147,-38.805,1201.37,-0.197,-5.968,-0.591,-6.809,-64.621,-710.114
-0.287,1.001,-9.381,4.589,0.435,0.025,-38.802,1201.4,-1.744,-6.09,-0.599,-6.766,-64.641,-710.121
-0.287,1.001,-9.381,4.589,0.435,0.025,-38.799,1201.43,-1.744,-6.09,-0.607,-6.722,-64.661,-710.129
-0.287,1.001,-9.381,4.589,0.435,0.025,-38.796,1201.46,-1.744,-6.09,-0.615,-6.679,-64.68,-710.136
-0.335,0.982,-9.4,11.73,0.985,-0.097,-38.789,1201.55,-2.031,-5.962,-0.621,-6.579,-64.744,-710.144
-0.335,0.982,-9.4,11.73,0.985,-0.097,-38.782,1201.63,-2.031,-5.962,-0.628,-6.479,-64.806,-710.153
-0.335,0.982,-9.4,11.73,0.985,-0.097,-38.775,1201.71,-2.031,-5.962,-0.634,-6.38,-64.868,-710.161
-0.273,0.939,-9.419,21.069,0.924,-0.219,-38.768,1201.88,-1.652,-5.69,-0.636,-6.182,-65.007,-710.169
-0.273,0.939,-9.419,21.069,0.924,-0.219,-38.761,1202.03,-1.652,-5.69,-0.638,-6.009,-65.124,-710.176
0.096,0.824,-9.754,31.506,0.191,-0.219,-38.76,1202.25,0.561,-4.826,-0.625,-5.746,-65.327,-710.174
0.096,0.824,-9.754,31.506,0.191,-0.219,-38.758,1202.47,0.561,-4.826,-0.612,-5.486,-65.525,-710.171
0.096,0.824,-9.754,31.506,0.191,-0.219,-38.757,1202.69,0.561,-4.826,-0.598,-5.228,-65.717,-710.169
0.034,0.637,-9.999,33.398,-0.48,-0.28,-38.76,1202.92,0.192,-3.645,-0.594,-4.946,-65.91,-710.168
0.034,0.637,-9.999,33.398,-0.48,-0.28,-38.764,1203.16,0.192,-3.645,-0.59,-4.667,-66.097,-710.167
0.034,0.637,-9.999,33.398,-0.48,-0.28,-38.768,1203.42,0.192,-3.645,-0.587,-4.352,-66.302,-710.166
-0.125,0.498,-10.3,19.909,0.13,-0.219,-38.767,1203.56,-0.692,-2.768,-0.587,-4.178,-66.412,-710.169
-0.125,0.498,-10.3,19.909,0.13,-0.219,-38.766,1203.7,-0.692,-2.768,-0.587,-4.005,-66.52,-710.172
-0.125,0.498,-10.3,19.909,0.13,-0.219,-38.765,1203.84,-0.692,-2.768,-0.587,-3.834,-66.625,-710.176
-0.297,0.56,-10.248,-3.59,1.473,0.086,-38.755,1203.82,-1.657,-3.129,-0.586,-3.856,-63.74,-710.183
-0.297,0.56,-10.248,-3.59,1.473,0.086,-38.744,1203.79,-1.657,-3.129,-0.585,-3.877,-63.727,-710.191
-0.297,0.56,-10.248,-3.59,1.473,0.086,-38.734,1203.77,-1.657,-3.129,-0.584,-3.898,-63.714,-710.198
-0.019,0.623,-10.272,-26.112,2.083,0.391,-38.719,1203.58,-0.107,-3.468,-0.562,-4.102,-63.604,-710.198
-0.019,0.623,-10.272,-26.112,2.083,0.391,-38.705,1203.4,-0.107,-3.468,-0.541,-4.304,-63.495,-710.199
-0.019,0.623,-10.272,-26.112,2.083,0.391,-38.69,1203.22,-0.107,-3.468,-0.52,-4.503,-63.385,-710.199
-0.086,0.752,-9.927,-42.592,1.29,0.696,-38.681,1202.92,-0.496,-4.331,-0.51,-4.841,-63.162,-710.202
-0.086,0.752,-9.927,-42.592,1.29,0.696,-38.672,1202.62,-0.496,-4.331,-0.499,-5.176,-62.937,-710.204
-0.187,0.915,-9.534,-49.184,-0.053,1.184,-38.672,1202.28,-1.117,-5.48,-0.506,-5.571,-62.639,-710.209
-0.187,0.915,-9.534,-49.184,-0.053,1.184,-38.673,1201.88,-1.117,-5.48,-0.513,-6.018,-62.295,-710.214
-0.187,0.915,-9.534,-49.184,-0.053,1.184,-38.673,1201.49,-1.117,-5.48,-0.519,-6.46,-61.944,-710.219
-0.144,1.077,-9.539,-46.559,-1.152,0.33,-38.681,1201.16,-0.857,-6.444,-0.532,-6.831,-61.633,-710.223
-0.144,1.077,-9.539,-46.559,-1.152,0.33,-38.689,1200.84,-0.857,-6.444,-0.544,-7.198,-61.319,-710.227
-0.144,1.077,-9.539,-46.559,-1.152,0.33,-38.699,1200.47,-0.857,-6.444,-0.558,-7.615,-60.954,-710.231
0.019,1.398,-9.539,-39.052,-1.945,-1.135,-38.712,1200.19,0.114,-8.339,-0.566,-7.933,-60.671,-710.23
0.019,1.398,-9.539,-39.052,-1.945,-1.135,-38.728,1199.88,0.114,-8.339,-0.577,-8.293,-60.344,-710.23
0.005,1.437,-9.438,-29.775,-2.555,-0.341,-38.746,1199.67,0.029,-8.654,-0.592,-8.534,-61.609,-710.23
0.005,1.437,-9.438,-29.775,-2.555,-0.341,-38.766,1199.43,0.029,-8.654,-0.609,-8.806,-61.325,-710.229
0.005,1.437,-9.438,-29.775,-2.555,-0.341,-38.784,1199.23,0.029,-8.654,-0.623,-9.042,-61.077,-710.229
-0.215,1.537,-9.237,-20.314,-2.738,0.208,-38.803,1199.08,-1.318,-9.448,-0.651,-9.208,-60.868,-710.235
-0.215,1.537,-9.237,-20.314,-2.738,0.208,-38.822,1198.94,-1.318,-9.448,-0.68,-9.372,-60.658,-710.24
-0.215,1.537,-9.237,-20.314,-2.738,0.208,-38.844,1198.78,-1.318,-9.448,-0.711,-9.558,-60.42,-710.246
-0.043,1.494,-9.505,-8.778,-1.823,0.452,-38.859,1198.71,-0.257,-8.933,-0.723,-9.632,-60.325,-710.248
-0.043,1.494,-9.505,-8.778,-1.823,0.452,-38.872,1198.65,-0.257,-8.933,-0.733,-9.695,-60.245,-710.249
-0.043,1.494,-9.505,-8.778,-1.823,0.452,-38.884,1198.59,-0.257,-8.933,-0.743,-9.757,-60.165,-710.25
-0.062,1.537,-9.534,-3.834,-1.152,0.391,-38.892,1198.56,-0.369,-9.159,-0.748,-9.782,-60.13,-710.251
-0.062,1.537,-9.534,-3.834,-1.152,0.391,-38.902,1198.53,-0.369,-9.159,-0.755,-9.81,-60.09,-710.253
-0.23,1.609,-9.204,0.743,-0.602,0.33,-38.906,1198.53,-1.409,-9.916,-0.766,-9.805,-60.075,-710.259
-0.23,1.609,-9.204,0.743,-0.602,0.33,-38.911,1198.54,-1.409,-9.916,-0.778,-9.8,-60.06,-710.266
-0.23,1.609,-9.204,0.743,-0.602,0.33,-38.916,1198.55,-1.409,-9.916,-0.79,-9.794,-60.045,-710.272
-0.254,1.475,-9.51,8.617,1.046,-0.28,-38.908,1198.61,-1.511,-8.816,-0.789,-9.716,-60.127,-710.279
-0.254,1.475,-9.51,8.617,1.046,-0.28,-38.901,1198.67,-1.511,-8.816,-0.788,-9.638,-60.207,-710.285
-0.254,1.475,-9.51,8.617,1.046,-0.28,-38.894,1198.73,-1.511,-8.816,-0.787,-9.561,-60.286,-710.291
-0.359,1.47,-9.429,14.355,1.839,-0.158,-38.879,1198.84,-2.155,-8.862,-0.784,-9.423,-65.399,-710.302
-0.359,1.47,-9.429,14.355,1.839,-0.158,-38.868,1198.93,-2.155,-8.862,-0.785,-9.32,-65.475,-710.31
-0.369,1.427,-9.472,19.665,2.389,-0.219,-38.851,1199.07,-2.204,-8.568,-0.78,-9.156,-65.607,-710.319
-0.369,1.427,-9.472,19.665,2.389,-0.219,-38.832,1199.22,-2.204,-8.568,-0.773,-8.971,-65.756,-710.329
-0.369,1.427,-9.472,19.665,2.389,-0.219,-38.813,1199.38,-2.204,-8.568,-0.765,-8.787,-65.902,-710.34
0.072,1.231,-9.721,25.89,2.633,-0.341,-38.797,1199.54,0.42,-7.215,-0.735,-8.595,-66.09,-710.338
0.072,1.231,-9.721,25.89,2.633,-0.341,-38.781,1199.69,0.42,-7.215,-0.706,-8.404,-66.272,-710.337
0.072,1.231,-9.721,25.89,2.633,-0.341,-38.763,1199.87,0.42,-7.215,-0.673,-8.186,-66.477,-710.335
0.062,1.135,-9.855,24.303,2.083,-0.219,-38.748,1200.04,0.36,-6.569,-0.647,-7.976,-66.664,-710.334
0.062,1.135,-9.855,24.303,2.083,-0.219,-38.734,1200.21,0.36,-6.569,-0.62,-7.768,-66.847,-710.332
0.062,1.135,-9.855,24.303,2.083,-0.219,-38.719,1200.38,0.36,-6.569,-0.594,-7.563,-67.026,-710.33
-0.077,1.173,-9.913,18.139,0.741,-0.097,-38.714,1200.51,-0.44,-6.75,-0.586,-7.41,-67.139,-710.332
-0.077,1.173,-9.913,18.139,0.741,-0.097,-38.709,1200.64,-0.44,-6.75,-0.579,-7.259,-67.25,-710.334
-0.077,1.173,-9.913,18.139,0.741,-0.097,-38.704,1200.76,-0.44,-6.75,-0.571,-7.109,-67.358,-710.336
-0.029,1.092,-10.118,10.998,-1.029,0.147,-38.712,1200.85,-0.162,-6.159,-0.577,-7,-67.421,-710.337
-0.029,1.092,-10.118,10.998,-1.029,0.147,-38.719,1200.93,-0.162,-6.159,-0.581,-6.903,-67.476,-710.338
-0.005,1.087,-10.018,0.988,-2.311,0.33,-38.735,1200.93,-0.027,-6.193,-0.594,-6.888,-67.466,-710.338
-0.005,1.087,-10.018,0.988,-2.311,0.33,-38.751,1200.94,-0.027,-6.193,-0.606,-6.874,-62.203,-710.338
-0.005,1.087,-10.018,0.988,-2.311,0.33,-38.768,1200.95,-0.027,-6.193,-0.619,-6.859,-62.196,-710.338
-0.005,1.092,-10.023,-8.595,-2.616,0.391,-38.786,1200.89,-0.027,-6.217,-0.634,-6.921,-62.126,-710.338
-0.005,1.092,-10.023,-8.595,-2.616,0.391,-38.804,1200.83,-0.027,-6.217,-0.649,-6.983,-62.056,-710.338
-0.005,1.092,-10.023,-8.595,-2.616,0.391,-38.825,1200.76,-0.027,-6.217,-0.666,-7.053,-61.975,-710.338
-0.292,1.073,-9.63,-18.849,-2.372,0.452,-38.839,1200.65,-1.727,-6.356,-0.693,-7.175,-61.839,-710.345
-0.292,1.073,-9.63,-18.849,-2.372,0.452,-38.856,1200.52,-1.727,-6.356,-0.722,-7.317,-61.682,-710.352
-0.292,1.073,-9.63,-18.849,-2.372,0.452,-38.873,1200.38,-1.727,-6.356,-0.751,-7.458,-61.526,-710.359
-0.335,1.183,-9.616,-25.99,-0.907,0.574,-38.88,1200.17,-1.982,-7.013,-0.772,-7.69,-61.306,-710.369
-0.335,1.183,-9.616,-25.99,-0.907,0.574,-38.886,1199.99,-1.982,-7.013,-0.791,-7.89,-61.111,-710.378
-0.335,1.183,-9.616,-25.99,-0.907,0.574,-38.892,1199.81,-1.982,-7.013,-0.81,-8.089,-60.916,-710.386
-0.024,1.326,-9.448,-26.601,0.68,0.635,-38.888,1199.63,-0.144,-7.992,-0.798,-8.3,-60.754,-710.387
-0.024,1.326,-9.448,-26.601,0.68,0.635,-38.883,1199.44,-0.144,-7.992,-0.786,-8.508,-60.592,-710.387
-0.105,1.475,-9.266,-20.68,1.595,0.391,-38.87,1199.27,-0.643,-9.044,-0.77,-8.702,-60.448,-710.39
-0.105,1.475,-9.266,-20.68,1.595,0.391,-38.859,1199.13,-0.643,-9.044,-0.756,-8.87,-60.321,-710.393
-0.105,1.475,-9.266,-20.68,1.595,0.391,-38.848,1198.98,-0.643,-9.044,-0.743,-9.037,-60.194,-710.395
-0.22,1.58,-9.189,-9.327,1.778,0.086,-38.835,1198.92,-1.353,-9.757,-0.734,-9.119,-60.133,-710.401
-0.22,1.58,-9.189,-9.327,1.778,0.086,-38.821,1198.84,-1.353,-9.757,-0.724,-9.21,-60.067,-710.407
-0.22,1.58,-9.189,-9.327,1.778,0.086,-38.807,1198.77,-1.353,-9.757,-0.715,-9.3,-60,-710.414
-0.115,1.494,-9.549,5.504,1.534,0.086,-38.796,1198.81,-0.681,-8.893,-0.702,-9.252,-61.831,-710.417
-0.115,1.494,-9.549,5.504,1.534,0.086,-38.784,1198.85,-0.681,-8.893,-0.688,-9.199,-61.9,-710.42
0,1.393,-9.817,12.829,0.863,-0.097,-38.778,1198.94,0,-8.079,-0.674,-9.085,-62.019,-710.42
0,1.393,-9.817,12.829,0.863,-0.097,-38.772,1199.03,0,-8.079,-0.66,-8.973,-62.136,-710.42
0,1.393,-9.817,12.829,0.863,-0.097,-38.766,1199.12,0,-8.079,-0.647,-8.862,-62.251,-710.42
-0.034,1.307,-9.879,10.204,0.008,-0.097,-38.766,1199.2,-0.193,-7.538,-0.642,-8.756,-62.347,-710.421
-0.034,1.307,-9.879,10.204,0.008,-0.097,-38.766,1199.28,-0.193,-7.538,-0.638,-8.662,-62.432,-710.422
-0.034,1.307,-9.879,10.204,0.008,-0.097,-38.766,1199.35,-0.193,-7.538,-0.633,-8.569,-62.515,-710.423
-0.168,1.322,-9.616,3.734,-0.175,-0.036,-38.767,1199.37,-0.989,-7.826,-0.638,-8.532,-62.538,-710.427
-0.168,1.322,-9.616,3.734,-0.175,-0.036,-38.768,1199.4,-0.989,-7.826,-0.643,-8.495,-62.561,-710.431
-0.168,1.322,-9.616,3.734,-0.175,-0.036,-38.769,1199.42,-0.989,-7.826,-0.648,-8.459,-62.583,-710.435
-0.125,1.336,-9.707,-0.538,0.435,-0.036,-38.766,1199.42,-0.728,-7.837,-0.645,-8.458,-62.589,-710.439
-0.125,1.336,-9.707,-0.538,0.435,-0.036,-38.763,1199.42,-0.728,-7.837,-0.642,-8.456,-62.595,-710.442
-0.125,1.336,-9.707,-0.538,0.435,-0.036,-38.76,1199.41,-0.728,-7.837,-0.64,-8.454,-62.601,-710.445
-0.091,1.346,-9.721,-4.2,0.557,0.025,-38.756,1199.38,-0.531,-7.881,-0.634,-8.482,-62.586,-710.447
-0.091,1.346,-9.721,-4.2,0.557,0.025,-38.752,1199.35,-0.531,-7.881,-0.629,-8.509,-62.572,-710.45
-0.038,1.379,-9.759,-6.276,0.191,0.025,-38.75,1199.3,-0.223,-8.043,-0.623,-8.562,-63.624,-710.451
-0.038,1.379,-9.759,-6.276,0.191,0.025,-38.749,1199.26,-0.223,-8.043,-0.617,-8.606,-63.596,-710.452
-0.038,1.379,-9.759,-6.276,0.191,0.025,-38.748,1199.22,-0.223,-8.043,-0.612,-8.651,-63.568,-710.453
-0.144,1.437,-9.587,-6.886,-0.236,-0.036,-38.749,1199.17,-0.849,-8.522,-0.616,-8.704,-63.516,-710.456
-0.144,1.437,-9.587,-6.886,-0.236,-0.036,-38.751,1199.12,-0.849,-8.522,-0.62,-8.757,-63.465,-710.46
-0.144,1.437,-9.587,-6.886,-0.236,-0.036,-38.753,1199.07,-0.849,-8.522,-0.625,-8.818,-63.407,-710.464
-0.148,1.465,-9.549,-5.299,-0.297,-0.036,-38.755,1199.03,-0.88,-8.725,-0.63,-8.859,-63.364,-710.468
-0.148,1.465,-9.549,-5.299,-0.297,-0.036,-38.757,1198.99,-0.88,-8.725,-0.634,-8.9,-63.321,-710.472
-0.086,1.456,-9.616,-2.98,-0.236,0.025,-38.759,1198.97,-0.508,-8.609,-0.635,-8.921,-63.302,-710.474
-0.086,1.456,-9.616,-2.98,-0.236,0.025,-38.76,1198.95,-0.508,-8.609,-0.636,-8.941,-63.284,-710.476
-0.086,1.456,-9.616,-2.98,-0.236,0.025,-38.762,1198.93,-0.508,-8.609,-0.636,-8.962,-63.265,-710.478
-0.192,1.446,-9.553,-2.247,-0.236,0.025,-38.764,1198.91,-1.136,-8.608,-0.643,-8.979,-63.239,-710.484
-0.192,1.446,-9.553,-2.247,-0.236,0.025,-38.766,1198.89,-1.136,-8.608,-0.65,-8.993,-63.216,-710.488
-0.192,1.446,-9.553,-2.247,-0.236,0.025,-38.767,1198.88,-1.136,-8.608,-0.657,-9.007,-63.192,-710.493
-0.182,1.441,-9.539,-1.515,-0.175,0.025,-38.769,1198.87,-1.081,-8.593,-0.663,-9.017,-63.174,-710.499
-0.182,1.441,-9.539,-1.515,-0.175,0.025,-38.77,1198.86,-1.081,-8.593,-0.668,-9.025,-63.158,-710.503
-0.182,1.441,-9.539,-1.515,-0.175,0.025,-38.771,1198.85,-1.081,-8.593,-0.674,-9.032,-63.142,-710.508
-0.182,1.461,-9.482,1.171,-0.236,-0.036,-38.773,1198.85,-1.087,-8.757,-0.68,-9.019,-66.058,-710.513
-0.182,1.461,-9.482,1.171,-0.236,-0.036,-38.775,1198.86,-1.087,-8.757,-0.686,-9.007,-66.057,-710.517
-0.072,1.427,-9.63,5.321,-0.236,0.025,-38.776,1198.9,-0.423,-8.429,-0.685,-8.959,-66.095,-710.519
-0.072,1.427,-9.63,5.321,-0.236,0.025,-38.778,1198.94,-0.423,-8.429,-0.685,-8.911,-66.132,-710.521
-0.072,1.427,-9.63,5.321,-0.236,0.025,-38.78,1198.98,-0.423,-8.429,-0.684,-8.858,-66.174,-710.523
-0.101,1.417,-9.596,8.007,-0.602,-0.036,-38.784,1199.04,-0.594,-8.402,-0.688,-8.789,-66.219,-710.526
-0.101,1.417,-9.596,8.007,-0.602,-0.036,-38.788,1199.09,-0.594,-8.402,-0.692,-8.722,-66.263,-710.528
-0.101,1.417,-9.596,8.007,-0.602,-0.036,-38.792,1199.15,-0.594,-8.402,-0.696,-8.655,-66.307,-710.531
-0.11,1.389,-9.462,11.242,-0.968,-0.036,-38.8,1199.24,-0.66,-8.349,-0.704,-8.549,-66.371,-710.534
-0.11,1.389,-9.462,11.242,-0.968,-0.036,-38.807,1199.32,-0.66,-8.349,-0.711,-8.458,-66.427,-710.537
-0.11,1.389,-9.462,11.242,-0.968,-0.036,-38.814,1199.39,-0.66,-8.349,-0.719,-8.367,-66.482,-710.54
-0.177,1.307,-9.501,15.453,-0.602,-0.219,-38.819,1199.52,-1.058,-7.835,-0.728,-8.221,-66.574,-710.545
-0.177,1.307,-9.501,15.453,-0.602,-0.219,-38.823,1199.63,-1.058,-7.835,-0.736,-8.094,-66.652,-710.549
-0.177,1.259,-9.51,18.688,-0.114,-0.219,-38.824,1199.76,-1.058,-7.544,-0.74,-7.94,-66.757,-710.554
-0.177,1.259,-9.51,18.688,-0.114,-0.219,-38.825,1199.91,-1.058,-7.544,-0.744,-7.765,-66.874,-710.559
-0.177,1.259,-9.51,18.688,-0.114,-0.219,-38.825,1200.04,-1.058,-7.544,-0.748,-7.614,-66.973,-710.563
-0.014,1.149,-9.879,20.275,0.069,-0.158,-38.825,1200.2,-0.083,-6.636,-0.741,-7.42,-63.595,-710.564
-0.014,1.149,-9.879,20.275,0.069,-0.158,-38.824,1200.34,-0.083,-6.636,-0.734,-7.25,-63.74,-710.564
-0.014,1.149,-9.879,20.275,0.069,-0.158,-38.824,1200.51,-0.083,-6.636,-0.727,-7.059,-63.901,-710.564
-0.12,1.092,-9.879,14.843,-0.053,-0.219,-38.824,1200.61,-0.69,-6.307,-0.727,-6.934,-63.998,-710.567
-0.12,1.092,-9.879,14.843,-0.053,-0.219,-38.824,1200.71,-0.69,-6.307,-0.727,-6.809,-64.093,-710.57
-0.196,1.087,-9.731,7.396,-0.114,-0.097,-38.825,1200.77,-1.149,-6.374,-0.732,-6.737,-64.14,-710.576
-0.196,1.087,-9.731,7.396,-0.114,-0.097,-38.826,1200.82,-1.149,-6.374,-0.737,-6.675,-64.18,-710.581
-0.196,1.087,-9.731,7.396,-0.114,-0.097,-38.827,1200.88,-1.149,-6.374,-0.742,-6.613,-64.219,-710.586
-0.101,1.111,-9.673,2.453,0.069,0.086,-38.826,1200.89,-0.592,-6.552,-0.74,-6.59,-64.239,-710.589
